B;244;2647377;1;20050718 12:37;;;LOT14;STUART DR;CURLEW WATERS;2672;7028;M;20050624;20050625;5000;R;V;VACANT LAND;;LZ;;0;AB580523;
B;244;2647388;11;20061116 01:23;;;LOT26;STURT DRIVE;CURLEW WATERS;2672;1.028;H;20060922;20061006;20900;R;V;VACANT LAND;;LZ;;0;AC688370;
B;244;2647400;3;20070201 01:21;;;LOT42;STUART DRIVE;CURLEW WATERS;2672;5428;M;20061114;20061212;70000;R;V;VACANT LAND;;LZ;;0;AC876477;
B;244;2647375;5;20081006 01:17;;;;STUART DR;CURLEW WATERS;2672;5150;M;20070620;20071224;26000;R;V;VACANT LAND;;LZ;;0;AE232391;
B;244;2647380;7;20090504 01:31;;;;STUART DR;CURLEW WATERS;2672;8966;M;20090304;20090401;205000;R;R;RESIDENCE;;LZ;;0;AE618665;
B;244;2647383;6;20100201 01:43;;;;STUART DR;CURLEW WATERS;2672;7611;M;20091202;20091215;15000;R;V;VACANT LAND;;LZ;;0;AF239511;
B;244;2647390;3;20100222 02:11;;;;WELLS ST;CURLEW WATERS;2672;2.191;H;20091203;20100112;135000;R;V;VACANT LAND;;LZ;;0;AF285721;
B;244;2647398;4;20100222 02:11;;;;STUART DR;CURLEW WATERS;2672;5876;M;20091218;20100119;120000;R;3;SHED;;LZ;;0;AF280758;
B;244;2647410;5;20100222 02:11;;;;STUART DR;CURLEW WATERS;2672;9518;M;20091217;20100120;5500;R;V;VACANT LAND;;LZ;;0;AF286501;
B;244;2647381;4;20100111 04:09;;;;STUART DR;CURLEW WATERS;2672;8281;M;20091008;20091209;12000;R;V;VACANT LAND;;LZ;;0;AF199682;
B;244;2647391;1;20100118 02:38;;;;WELLS ST;CURLEW WATERS;2672;7375;M;20091021;20091202;280000;R;R;RESIDENCE;;LZ;;0;AF210465;
B;244;2647386;2;20100531 04:28;;;;STUART DR;CURLEW WATERS;2672;9033;M;20091209;20100429;10000;R;V;VACANT LAND;;LZ;;0;AF496893;
B;244;2647387;3;20100531 04:28;;;;STUART DR;CURLEW WATERS;2672;9659;M;20091209;20100429;10000;R;V;VACANT LAND;;LZ;;0;AF496893;
B;244;2647414;2;20110613 04:14;;;;STUART DR;CURLEW WATERS;2672;1.421;H;20110301;20110525;10000;R;V;VACANT LAND;;LZ;;0;AG271778;
B;244;2647413;1;20110502 01:34;;;;STUART DR;CURLEW WATERS;2672;8782;M;20110331;20110415;10000;R;V;VACANT LAND;;LZ;;0;AG189118;
B;244;2647415;2;20110502 01:34;;;;STUART DR;CURLEW WATERS;2672;1.185;H;20110331;20110415;10000;R;V;VACANT LAND;;LZ;;0;AG189114;
B;244;2647416;3;20110502 01:34;;;;STUART DR;CURLEW WATERS;2672;8896;M;20110325;20110415;20000;R;V;VACANT LAND;;LZ;;0;AG188906;
B;244;2647417;4;20110502 01:34;;;;STUART DR;CURLEW WATERS;2672;8944;M;20110325;20110415;20000;R;V;VACANT LAND;;LZ;;0;AG188906;
B;244;2647412;3;20110509 02:04;;;;STUART DR;CURLEW WATERS;2672;8705;M;20110325;20110415;10000;R;V;VACANT LAND;;LZ;;0;AG192392;
B;244;2647413;3;20120123 06:58;;;;STUART DR;CURLEW WATERS;2672;8782;M;20111222;20111222;20000;R;R;RESIDENCE;;LZ;;0;AG733608;
B;244;2647376;2;20120326 02:09;;;;STUART DR;CURLEW WATERS;2672;5907;M;20120131;20120306;11000;R;V;VACANT LAND;;LZ;;0;AG872895;
B;244;3710917;2;20130715 01:20;;;32;WELLS ST;CURLEW WATERS;2672;7385;M;20130505;20130612;90000;;V;VACANT LAND;;;;0;AH825963;
B;244;2647405;4;20140818 01:22;;;;STUART DR;CURLEW WATERS;2672;9.749;H;20140709;20140731;220000;RU1;R;RESIDENCE;;RLZ;;0;AI797360;
B;244;2647415;4;20140825 01:15;;;;STUART DR;CURLEW WATERS;2672;1.185;H;20140724;20140813;18000;RU1;V;VACANT LAND;;RLZ;;0;AI821789;
B;244;2647406;4;20140210 01:20;;;;WELLS ST;CURLEW WATERS;2672;7242;M;20131211;20140122;4000;RU1;V;VACANT LAND;;RLZ;;0;AI340773;
B;244;3754674;5;20140224 01:19;;;;WELLS ST;CURLEW WATERS;2672;7133;M;20131213;20140113;50000;;V;VACANT LAND;;;;0;AI345163;
B;244;2647413;2;20140120 01:26;;;;STUART DR;CURLEW WATERS;2672;8782;M;20131101;20131203;20000;RU1;V;VACANT LAND;;RLZ;;0;AI301961;
B;244;2647396;3;20140707 01:20;;;;WELLS ST;CURLEW WATERS;2672;8279;M;20140521;20140612;93000;RU1;V;VACANT LAND;;RLZ;;0;AI692176;
B;244;2647399;4;20140707 01:20;;;;STUART DR;CURLEW WATERS;2672;5524;M;20130828;20131011;180000;RU1;R;RESIDENCE;;RLZ;;0;AI672296;
B;244;2647382;2;20140728 01:19;;;;STUART DR;CURLEW WATERS;2672;7890;M;20140526;20140526;15000;RU1;R;RESIDENCE;;RLZ;;0;AI750915;
B;244;3754675;4;20140324 01:17;;;;WELLS ST;CURLEW WATERS;2672;7395;M;20140128;20140227;55000;RU1;V;VACANT LAND;;RLZ;;0;AI428554;
