B;007;3344571;13;20240408 01:04;BROGHEDA HOMESTEAD;;6;YARRAMAN RD;MANOBALAI;2333;46.48;H;20240215;20240328;1251000;RU1;3;FARM;;JR;;0;AT943987;
B;007;196470;3;20201026 01:06;;;12;KINKOONA ACCS;MANOBALAI;2333;16.19;H;20200924;20201016;160000;E3;V;VACANT LAND;;JP;;0;AQ476665;
B;007;195087;1;20020702 07:39;;;;YARRAMAN RD;MANOBALAI;2333;42.437;H;20020313;20020612;380000;P;3;HOUSE FARM;;PL;;;8695147;
B;007;195081;2;20021101 11:20;;;LOT1;DP 252956 DRY CREEK RD;MANOBALAI;2333;51.56;H;20020719;20020830;200000;P;3;FARM;;PL;;;9039011;
B;007;196480;2;20061016 01:02;;;;DRY CREEK RD;MANOBALAI;2333;42.77;H;20060830;20060904;120000;P;3;FARM;;PL;;0;AC587756;
B;007;196467;6;20070601 01:06;;;50;KINKOONA ACCS;MANOBALAI;2333;1.05;H;20070402;20070507;250000;P;3;FARM;;PP;;0;AD108967;
B;007;196473;6;20110221 01:43;;;;DRY CREEK RD;MANOBALAI;2333;507.2;H;20101210;20110118;1850000;RU1;3;FARM/RURAL;;RB;;0;AG22351;
B;007;3652611;10;20120820 01:22;;;;RIDGELANDS RD;MANOBALAI;2333;3.865;H;20120302;20120615;3875;;V;VACANT LAND;;;;0;AH81906;
B;007;195087;;;;;;YARRAMAN RD;MANOBALAI;2333;42.437;H;19990407;19990407;5000;;R;RESIDENCE;;;;;
