B;093;987675;12;20110425 04:39;;;1 A;CURRAWONG BEACH;CURRAWONG BEACH;2108;19.74;H;20110315;20110408;12200000;A;3;HOLIDAYCABINS;;HX;;0;AG168790;
B;093;987675;12;20110307 01:53;;;1 A;CURRAWONG BEACH;CURRAWONG BEACH;2108;19.74;H;20091126;20110128;9500000;A;3;COMMERCIAL;;HX;;0;AG40586;
