B;004;2995043;252;20030716 11:33;;;10;HEBE PLACE;NORTH LAKES;2285;;;20030129;20030627;123500;;V;VACANT LAND;;;;0;9754363;
B;004;2995057;274;20030801 12:04;;;LOT1009;BANGALORE PLACE;NORTH LAKES;;;;20030605;20030717;118000;;V;VACANT LAND;;;;0;9816113;
