B;091;915844;;;;;17;GREYCLIFFE ST;QUEENCLIFF;0;;;19980303;19980303;597500;A;R;RESIDENCE;;;;;
B;091;915844;;;;;17;GREYCLIFFE ST;QUEENCLIFF;0;;;19980317;19980317;580000;A;R;RESIDENCE;;;;;
