B;005;2946877;70;20021217 14:31;;;LOT1217;BALLYDOYLE DRIVE;SHAMROCK HILL;;;;20021021;20021121;110000;;V;VACANT LAND;;;;;9171497;
B;005;2946878;71;20021217 14:31;;;LOT1218;BALLYDOYLE DR;SHAMROCK HILL;;;;20021021;20021121;110000;;V;VACANT LAND;;;;;9171513;
B;005;2946879;72;20021217 14:31;;;LOT1219;BALLYOOYLE DR;SHAMROCK HILL;;;;20021021;20021121;110000;;V;VACANT LAND;;;;;9171517;
B;005;3069384;169;20040401 15:22;;;LOT1426;TIPPERARY DR;SHAMROCK HILL;2323;;;20040121;20040312;191000;;V;VACANT LAND;;;;0;AA500355;
