B;116;1238532;9;20061016 01:06;;;1&14;'KALLAROO & WALMA',BACK TRUNDL;PARKES NSW;2870;243;H;20041102;20041102;492600;R;3;FARM;;RJ;;0;AC473216;
B;116;1238535;10;20061016 01:06;;;1&14;'KALLAROO & WALMA',BACK TRUNDL;PARKES NSW;2870;421.7;H;20041102;20041102;492600;R;3;FARM;;RJ;;0;AC473216;
B;116;1238531;4;20061001 01:08;;;LOT10;"WANDA VALE" BACK TRUNDLE ROAD;PARKES NSW;2870;334.7;H;20041102;20041102;496200;R;3;FARM;;RL;;0;AC473218;
