B;902;3264561;25;20060816 01:22;;;;BENDIGO PADDOCK;VIA TIBOOBURRA;2880;;;20020426;20020619;36300;;3;GRAZING PROP;;;;0;8726770;
B;902;3264966;2;20060901 01:24;;;;BENDIGO PADDOCK;VIA TIBOOBURRA;2880;;;20020426;20020619;36300;;3;GRAZING PROP;;;;0;8726770;
B;902;3265498;22;20060901 01:24;;;;WAKA STATION;VIA TIBOOBURRA;2880;52326;H;20040216;20040512;760000;;3;GRAZING;;;;0;AA675082;
B;902;3283071;12;20061116 01:26;;;;WHYJONTA STATION;VIA TIBOOBURRA;2880;55992.57;H;20051102;20060117;829265;;3;;;;;0;AC135160;
B;902;3358518;1;20080101 01:35;;;;'ONEPAH STATION';VIA TIBOOBURRA;2880;75290;H;20070723;20070920;1335000;;3;FARM;;;;0;AD465327;
B;902;3753266;1;20140217 01:29;;;0;WAKA STATION;VIA TIBOOBURRA;2880;52173;H;20130925;20131224;1250000;;3;FARM;;;;0;AI302413;
