B;238;3468056;1;20090803 01:40;CLAREMONT;;;GOORIANAWA RD;BLACK HOLLOW;2828;1035.9;H;20090522;20090709;530000;;3;FARM;;;;50;AE836591;
B;238;3474301;1;20090907 01:40;;;;GOORIANAWA RD;BLACK HOLLOW;2828;20.49;H;20081125;20090629;4445;;3;CLOSED ROAD;;;;0;AE922644;
B;238;2634188;1;20110926 05:36;WYNDELLA & WILGADEEN ;;;MUNNS RD;BLACK HOLLOW;2828;354;H;20110208;20110406;2686104;R;3;RURAL;;MA;;0;AG476930;
B;238;3934317;1;20160606 01:35;;;;GOORIANAWA RD;BLACK HOLLOW;2828;16.83;H;20160118;20160506;11895;;V;VACANT LAND;;;;0;AK457849;
B;238;4045995;2;20170724 01:09;THE VALLEYS;;;GOORIANAWA RD;BLACK HOLLOW;2828;389.566;H;20170630;20170630;288075;;3;FARM;;;;0;AM558366;
B;238;4045996;3;20170724 01:09;;;;GOORIANAWA RD;BLACK HOLLOW;2828;275.2;H;20170630;20170630;340000;;3;FARM;;;;0;AM558367;
B;238;4045997;4;20170724 01:09;;;;GOORIANAWA RD;BLACK HOLLOW;2828;658.75;H;20170630;20170630;491975;;3;FARM;;;;0;AM558369;
B;238;4023803;1;20190527 01:05;;;;WATTLE CREEK RD;BLACK HOLLOW;2828;106.3;H;20190417;20190517;987770;RU1;3;FARM;;RMA;;0;AP259717;
B;238;2634492;3;20190527 01:05;LANARK;;50;WATTLE CREEK RD;BLACK HOLLOW;2828;282.2;H;20190417;20190517;987770;RU1;3;FARM;;RMA;;0;AP259717;
B;238;3934328;3;20210816 01:04;DIGILAH;;1017;GOORIANAWA RD;BLACK HOLLOW;2828;1040.45;H;20210625;20210806;4000000;RU1;3;FARM;;RMA;;0;AR310199;
B;238;2634189;2;20220919 01:16;;;;TABLETOP RD;BLACK HOLLOW;2828;68.81;H;20220311;20220420;5000000;RU1;3;FARM;;RMA;;0;AS62055;
B;238;2634196;4;20230417 01:17;WINDERMERE ;;1480;BRAMBLE RD;BLACK HOLLOW;2828;1243;H;20230302;20230331;3504239;RU1;3;FARM;;RMA;;0;AS972953;
