B;018;2898323;183;20020603 09:47;;;;;BERMAGUI SOUTH;;;;20011025;20020419;102500;;R;RESIDENCE;;;;;8555721;
B;018;392891;;;;;5;MOREHEAD ST;BERMAGUI SOUTH;2546;1214;M;19970502;19970502;157500;A;R;RESIDENCE;;;;;
