B;188;3870554;19;20150831 01:18;;;LOT 1 DP12;GUNNEE ROAD;DELUNGRA  NSW;2403;8241;M;20140714;20150612;1327;;V;VACANT LAND;;;;0;AJ707394;
B;188;3980553;7;20161128 01:08;;;LOT 2 DP12;HAYWOOD RD;DELUNGRA  NSW;2403;1.855;H;20150807;20160916;613;;V;VACANT LAND;;;;0;AK933643;
