B;053;511117;1;20100118 02:16;;;;TOCUMWAL RD;TUPPAL;2714;128.8;H;20090616;20090731;136471;R;3;FARM;;RW;;0;AE918532;
B;053;3281458;1;20111031 04:05;WEST TUPPAL;;1462;TOCUMWAL RD;TUPPAL;2714;8.33;H;20110628;20110919;500000;R;3;FARM;;RH;;0;AG555930;
B;053;3281459;2;20111031 04:05;;;;TOCUMWAL RD;TUPPAL;2714;121.2;H;20110628;20110919;500000;R;3;FARM;;RW;;0;AG555930;
B;053;510893;1;20121112 01:22;TUPPAL STATION;;2025;TUPPAL RD;TUPPAL;2714;1484.61;H;20120922;20121012;4284674;R;3;FARM;;RP;;0;AH329957;
B;053;510895;1;20130513 01:19;BOONGARRA;;2450;TOCUMWAL RD;TUPPAL;2714;126.1;H;20130225;20130405;467200;R;3;FARM;;RW;;0;AH699947;
B;053;3728773;4;20131014 01:12;;;130;GOLLOPS RD;TUPPAL;2714;267.42;H;20130502;20130620;388000;;3;FARM;;;;0;AI50891;
B;053;3708996;1;20140526 01:13;ROSCOMMON;;128;SAVAGES RD;TUPPAL;2714;342.6;H;20130619;20140423;800000;RU1;3;FARM;;RW1;;0;AI586364;
B;053;3708995;4;20160404 01:11;ROSCOMMON;;128;SAVAGES RD;TUPPAL;2714;40.11;H;20151210;20160316;280000;RU1;3;FARMLAND;;RH1;;0;AK316866;
B;053;510924;1;20160606 01:23;;;;TOCUMWAL RD PH PUNGULGUI;TUPPAL;2714;61.88;H;20151106;20151211;350000;RU1;3;FARMLAND;;RW1;;0;AK462319;
B;053;511117;2;20160606 01:23;;;;TOCUMWAL RD;TUPPAL;2714;128.8;H;20151106;20151211;350000;RU1;3;FARMLAND;;RW1;;0;AK462319;
B;053;3970261;2;20161024 01:02;;;;SAVAGES RD;TUPPAL;2714;342.6;H;20160815;20160919;1050000;RU1;3;FARM;;RW1;;0;AK840186;
B;053;510924;1;20170828 01:02;;;;TOCUMWAL RD PH PUNGULGUI;TUPPAL;2714;61.88;H;20170720;20170816;97447;RU1;3;FARM;;RW1;;0;AM661199;
B;053;3708995;3;20170925 01:02;ROSCOMMON;;128;SAVAGES RD;TUPPAL;2714;40.11;H;20170502;20170502;280000;RU1;3;FARM;;RH1;;0;AM744117;
B;053;3708995;4;20171218 01:12;ROSCOMMON;;128;SAVAGES RD;TUPPAL;2714;40.11;H;20170928;20171110;350000;RU1;R;RESIDENCE;;RH1;;0;AM964968;
B;262;4155244;1;20180924 01:18;WEST TUPUPAL;;1462;TOCUMWAL RD;TUPPAL;2714;129.53;H;20180814;20180914;1444000;;3;FARM (LOCATED WITHIN;;;;0;AN711424;
B;262;511117;1;20190128 01:17;;;1;TOCUMWAL RD;TUPPAL;2714;128.8;H;20181123;20190118;295000;RU1;3;FARM;;RW2;;0;AP6041;
B;262;510915;5;20201221 01:03;GAERLOCH;;2694;TOCUMWAL RD;TUPPAL;2714;382.7;H;20201110;20201215;1166106;RU1;3;FARM;;RW2;;0;AQ651264;
B;262;511209;2;20210208 01:03;SUNSHINE;;2477;TUPPAL RD;TUPPAL;2714;365.2;H;20200624;20210201;1550000;RU1;3;FARM;;RW2;;0;AQ768660;
B;262;510895;4;20210809 01:05;BOONGARRA;;2450;TOCUMWAL RD;TUPPAL;2714;126.1;H;20210421;20210730;1396745;RU1;3;FARM;;RW2;;0;AR292379;
B;262;510896;5;20210809 01:05;BOONGARRA;;2452;TOCUMWAL RD PH PUNGULGUI;TUPPAL;2714;131.3;H;20210421;20210730;1396745;RU1;3;FARM;;RW2;;0;AR292379;
B;262;510905;6;20210809 01:05;CARNBRAE;;2370;TOCUMWAL RD;TUPPAL;2714;461.3;H;20210421;20210730;2510455;RU1;3;FARM;;RW2;;0;AR292378;
B;262;510894;2;20230313 01:08;NORTH TUPPAL;;295;SAVAGES RD;TUPPAL;2714;2676.96;H;20210630;20221117;15657217;RU1;3;FARM;;RW2;;0;AS642934;
