B;100;2896221;223;20020603 10:08;;;;;SHELL  COVE;;;;20011221;20020404;295000;;R;RESIDENCE;;;;;8580500;
B;100;2896222;224;20020603 10:08;;;;;SHELL  COVE;;;;20011214;20020503;327000;;R;RESIDENCE;;;;;8578026;
