B;090;4093256;176;20180305 01:13;;;UNIT C5502;CONSTITUTION RD;RYDE, NSW;2112;;;20141015;20180221;760000;;R;RESIDENCE;206;;;0;AN146595;
B;090;4182569;98;20190114 01:12;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;;0;AN919880;
B;090;4182569;107;20190121 01:11;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;115;20190128 01:12;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;118;20190204 01:13;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;123;20190211 01:14;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;124;20190218 01:11;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;125;20190225 01:13;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;127;20190304 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;140;20190311 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;159;20190318 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;157;20190325 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;149;20190401 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;142;20190408 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;136;20190415 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
B;090;4182569;141;20190422 01:02;;;UNIT201A/6;NANCARROW AVENUE;RYDE, NSW;2112;;;20180418;20181203;670000;;R;RESIDENCE;177;;XA;0;AN919880;
