B;708;4037322;107;20170703 01:10;;1061;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170622;620000;;R;RESIDENCE;39;;;0;AM516204;
B;708;4037322;108;20170703 01:10;;1077;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170622;623000;;R;RESIDENCE;45;;;0;AM503576;
B;708;4037322;109;20170703 01:10;;;UNIT 1081,;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170623;626000;;R;RESIDENCE;55;;;0;AM507777;
B;708;4037322;110;20170703 01:10;;1113;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170622;1120000;;R;RESIDENCE;73;;;0;AM503583;
B;708;4037322;111;20170703 01:10;;;APT 1128 S;DARLING HARBOUR LIVE;DARLING HARBOUR;2000;;;20170317;20170628;720000;;R;RESIDENCE;86;;;0;AM518595;
B;708;4037322;112;20170703 01:10;;1166;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170622;1130000;;R;RESIDENCE;116;;;0;AM509495;
B;708;4037322;114;20170703 01:10;;;APT 1175/1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140310;20170629;1150000;;R;RESIDENCE;123;;;0;AM523377;
B;708;4037322;115;20170703 01:10;;;UNIT 1178,;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170622;612000;;R;RESIDENCE;126;;;0;AM501122;
B;708;4037322;121;20170703 01:10;;;UNIT 1245;1 STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170622;674000;;R;RESIDENCE;180;;;0;AM501089;
B;708;4037504;122;20170703 01:10;;;UNIT 2054,;TUMBALONG BOULEVARD;DARLING HARBOUR;2000;;;20140621;20170623;1100000;;R;RESIDENCE;17;;;0;AM517588;
B;708;4037322;113;20170710 01:11;;;APARTMENT ;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170630;555000;;R;RESIDENCE;4;;;0;AM534752;
B;708;4037322;114;20170710 01:11;;;APARTMENT ;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170705;608000;;R;RESIDENCE;9;;;0;AM540454;
B;708;4037322;115;20170710 01:11;;1201;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170622;528000;;R;RESIDENCE;12;;;0;AM544398;
B;708;4037322;116;20170710 01:11;;1031;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170627;531000;;R;RESIDENCE;18;;;0;AM527141;
B;708;4037322;118;20170710 01:11;;1062;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170628;1100000;;R;RESIDENCE;32;;;0;AM528315;
B;708;4037322;119;20170710 01:11;;1065;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170627;1040000;;R;RESIDENCE;35;;;0;AM522080;
B;708;4037322;121;20170710 01:11;;;LOT 41 (AP;1 STEAM MILL LANE,;DARLING HARBOUR;2000;;;20140321;20170703;1080000;;R;RESIDENCE;41;;;0;AM544130;
B;708;4037322;124;20170710 01:11;;;APARTMENT ;DARLING DRIVE;DARLING HARBOUR;2000;;;20140321;20170705;754000;;R;RESIDENCE;50;;;0;AM542933;
B;708;4037322;128;20170710 01:11;;;APARTMENT ;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170630;588000;;R;RESIDENCE;62;;;0;AM531031;
B;708;4037322;129;20170710 01:11;;1105;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20160902;20170628;1500000;;R;RESIDENCE;67;;;0;AM528719;
B;708;4037322;130;20170710 01:11;;;APARTMENT ;1 STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170628;1080000;;R;RESIDENCE;67;;;0;AM528718;
B;708;4037322;131;20170710 01:11;;;UNIT 1107,;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170622;632000;;R;RESIDENCE;69;;;0;AM531581;
B;708;4037322;132;20170710 01:11;;;UNIT 1108,;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170627;591000;;R;RESIDENCE;70;;;0;AM525922;
B;708;4037322;133;20170710 01:11;;1114;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170627;763000;;R;RESIDENCE;74;;;0;AM529950;
B;708;4037322;134;20170710 01:11;;;APARTMENT ;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170629;1090000;;R;RESIDENCE;84;;;0;AM541967;
B;708;4037322;135;20170710 01:11;;1128;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170628;597000;;R;RESIDENCE;86;;;0;AM518594;
B;708;4037322;140;20170710 01:11;;;APARTMENT ;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170630;775000;;R;RESIDENCE;106;;;0;AM530926;
B;708;4037322;141;20170710 01:11;;;UNIT 1162,;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170628;1200000;;R;RESIDENCE;112;;;0;AM525221;
B;708;4037322;142;20170710 01:11;;;APARTMENT ;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170630;1170000;;R;RESIDENCE;113;;;0;AM528050;
B;708;4037322;143;20170710 01:11;;1171;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170703;653000;;R;RESIDENCE;127;;;0;AM536540;
B;708;4037322;144;20170710 01:11;;1182;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20161124;20170704;1668000;;R;RESIDENCE;128;;;0;AM537221;
B;708;4037322;145;20170710 01:11;;;APARTMENT ;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140321;20170705;784000;;R;RESIDENCE;130;;;0;AM540479;
B;708;4037322;152;20170710 01:11;;;UNIT 1227,;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170622;758000;;R;RESIDENCE;165;;;0;AM522607;
B;708;4037322;154;20170710 01:11;;1238;1;STEAM MILL LANE;DARLING HARBOUR;2000;;;20140320;20170622;630000;;R;RESIDENCE;174;;;0;AM527842;
B;708;4037504;156;20170710 01:11;;;APARTMENT ;TUMBALONG BOULEVARD;DARLING HARBOUR;2000;;;20140621;20170630;1010000;;R;RESIDENCE;1;;;0;AM541506;
B;708;4037504;157;20170710 01:11;;;APARTMENT ;TUMBALONG BOULEVARD;DARLING HARBOUR;2000;;;20140621;20170629;1025000;;R;RESIDENCE;4;;;0;AM542605;
B;708;4037504;158;20170710 01:11;;2022;53;TUMBALONG BOULEVARD;DARLING HARBOUR;2000;;;20140621;20170626;740000;;R;RESIDENCE;7;;;0;AM539575;
B;708;4037504;161;20170710 01:11;;;APT2063/53;TUMBALONG BOULEVARD;DARLING HARBOUR;2000;;;20140621;20170630;850000;;R;RESIDENCE;22;;;0;AM529025;
B;208;2029098;65;20010719 12:35;;61;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010213;20010326;495000;;R;;61;;;;7537321;
B;208;2033554;90;20010719 12:35;;10;25;LIME ST;DARLING HARBOUR;2000;;;20030909;20010420;1620000;;3;NULL;10;;;;7557001;
B;208;2033554;91;20010719 12:35;;20;25;LIME ST;DARLING HARBOUR;2000;;;20000221;20000326;1220000;;3;Other;20;;;;7523818;
B;208;2033554;92;20010719 12:35;;48;25;LIME ST;DARLING HARBOUR;2000;;;20010306;20010402;1150000;;R;;48;;;;7548447;
B;208;2043855;180;20010719 12:35;;29;45;SHELLEY ST;DARLING HARBOUR;2000;;;19990826;20010319;350000;;R;;29;;;;7518837;
B;208;2043855;181;20010719 12:35;;86;45;SHELLEY ST;DARLING HARBOUR;2000;;;20010312;20010330;735000;;R;;86;;;;7520943;
B;208;2782799;221;20010719 12:35;;5;28 B;HARBOUR ST;DARLING HARBOUR;2000;;;20010213;20010326;495000;;R;;5;;;;7537321;
B;208;2029098;87;20011109 12:16;;57;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010717;20010727;625000;;R;RESIDENCE;57;;;;7855660;
B;208;2029098;88;20011109 12:16;;87;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010704;20010815;420000;;R;RESIDENCE;87;;;;7855478;
B;208;2029098;89;20011109 12:16;;178;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010424;20010522;423000;;R;RESIDENCE;178;;;;7856218;
B;208;2029098;90;20011109 12:16;;190;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010709;20010807;730000;;R;RESIDENCE;190;;;;7871626;
B;208;2029098;91;20011109 12:16;;192;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010615;20010713;741000;;R;RESIDENCE;192;;;;7862878;
B;208;2029098;92;20011109 12:16;;198;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010615;20010713;741000;;R;RESIDENCE;198;;;;7862878;
B;208;2029098;93;20011109 12:16;;302;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010704;20010815;420000;;R;RESIDENCE;302;;;;7855478;
B;208;2029098;94;20011109 12:16;;320;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010717;20010727;625000;;R;RESIDENCE;320;;;;7855660;
B;208;2029098;95;20011109 12:16;;368;28;HARBOUR ST;DARLING HARBOUR;2000;;;20010709;20010807;730000;;R;RESIDENCE;368;;;;7871626;
B;208;2782799;298;20011109 12:17;;6;28 B;HARBOUR ST;DARLING HARBOUR;2000;;;20010424;20010522;423000;;R;RESIDENCE;6;;;;7856218;
B;208;;294;20020102 13:30;;;;;DARLING HARBOUR;2000;;;20010803;20011207;401800;;R;RESIDENCE;11;;;;8202099;
