B;120;;;;;;;PH CUMMINGS;PH PORS;0;58;H;19901121;19901121;43000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH CUMMINGS;PH PORS;0;166;H;19901129;19901129;0;;R;RESIDENCE;;;;;
B;120;;;;;;;PH DERALE;PH PORS;0;49;H;19900731;19900731;215000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH DERALE;PH PORS;0;49;H;19900831;19900831;170000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH ERUDGERE;PH PORS;0;16;H;19900124;19900124;165000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH ERUDGERE;PH PORS;0;10;H;19900308;19900308;140000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH ERUDGERE;PH PORS;0;93;H;19900622;19900622;0;;R;RESIDENCE;;;;;
B;120;;;;;;;PH ERUDGERE;PH PORS;0;72;H;19901029;19901029;0;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;12;H;19900201;19900201;0;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;9;H;19900209;19900209;105000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;14;H;19900307;19900307;129000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;10;H;19900412;19900412;38000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;10;H;19900604;19900604;50000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;2;H;19900629;19900629;65000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;10;H;19900810;19900810;125000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;23;H;19900831;19900831;230000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;54;H;19900904;19900904;0;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;10;H;19900914;19900914;120000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;10;H;19900926;19900926;20000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;10;H;19901106;19901106;55000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH EURUNDURY;PH PORS;0;10;H;19901130;19901130;125000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH GOODIMAN;PH PORS;0;21;H;19900426;19900426;105000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH GOODIMAN;PH PORS;0;223;H;19900829;19900829;245000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH GOODIMAN;PH PORS;0;21;H;19901019;19901019;38000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH GOODIMAN;PH PORS;0;10;H;19901026;19901026;25000;;R;RESIDENCE;;;;;
B;120;;;;;;;PH GRATTAI;PH PORS;0;11;H;19900521;19900521;30000;;R;RESIDENCE;;;;;
