B;211;;316;20021119 10:29;;3;138;BARCOM AVE;RUCHCUTTERS BAY;2011;;;20010907;20021016;555000;;R;RESIDENCE;13;;;;9070600;
B;211;;321;20021119 10:29;;;203;BARCOM AVENUE;RUCHCUTTERS BAY;2011;;;20011221;20021014;420000;;R;RESIDENCE;9;;;;9107906;
