B;240;3022018;3;20030901 13:03;;;;'MYALL PARK';GIGANDRA;2827;819.3;H;20030509;20030620;878176;;3;FARM;;;;0;9727963;
B;240;2638343;8;20031016 14:20;;;;'MYALL PARK';GIGANDRA;2827;1366.9;H;20030509;20030620;878176;R;3;FARM;;CC;;0;9727963;
