B;091;931936;;;;;11;BANKSIA ST;DEE WHY BEACH;2099;;;19960223;19960223;260000;A;R;RESIDENCE;;;;;
B;091;900382;;;;;11;BANKSIA ST;DEE WHY BEACH;2099;;;19981110;19981110;455000;A;R;RESIDENCE;;;;;
