B;207;4175001;17;20181224 01:16;;;UNIT3/188;MAROUBRA ROAD;MAROUBRA NSW;2035;;;20170130;20181212;630000;;R;RESIDENCE;3;;;0;AN936159;
B;207;4175001;19;20181224 01:16;;;UNIT 9, 18;MAROUBRA ROAD;MAROUBRA NSW;2035;;;20160907;20181212;770000;;R;RESIDENCE;9;;;0;AN931210;
B;207;3160615;183;20050516 14:28;;;APT505/717;ANZAC PARADE;MAROUBRA NSW;2035;;;20020802;20050421;565000;;R;RESIDENCE;68;;;0;AB442454;
B;207;3536853;30;20100927 02:47;;;27/693-693;ANZAC PARADE;MAROUBRA NSW;2035;;;20091223;20100913;600000;;R;RESIDENCE;27;;;0;AF762914;
B;207;1974220;;;;;59;ALMA ROAD;MAROUBRA NSW;2035;342.8;M;19971219;19971219;877000;A;R;RESIDENCE;;;;;
