B;540;3242136;18;20060601 01:24;;;PTLT10;DP 1094485;FARRINGDON VIA BRAIDWOOD;2622;1.103;H;20050810;20060412;20000;R;3;FARM;;GC;;0;AC274431;
B;540;3242137;19;20060601 01:24;;;PTLT10;DP 1094485;FARRINGDON VIA BRAIDWOOD;2622;5868;M;20050810;20060412;20000;R;3;FARM;;GC;;0;AC274431;
