B;116;1239199;5;20040601 11:54;;;;OAKVALE;PEAKHILL;2869;184.1;H;20011119;20011214;175000;R;3;FARM;;RH;RM;0;8228425;
B;116;3166673;27;20050502 14:14;;;;'HOPEFIELDS';PEAKHILL;2630;354;H;20041207;20050228;874600;;3;FARM;;;;0;AB349355;
