B;003;25388;1;20010719 13:10;;;47;ADELAIDE AVE;UMINA;2257;619.7;M;20010213;20010327;230000;A;R;;;FU;;;7510192;
B;003;25709;3;20010719 13:10;;;32;ALBANY RD;UMINA;2257;645.1;M;20000221;20000221;0;A;3;NULL;;GG;;;7540089;
B;003;26189;4;20010719 13:10;;;70;ALBION ST;UMINA;2257;537.5;M;20010313;20010313;0;A;R;;;MA;;;7550223;
B;003;26197;5;20010719 13:10;;;54;ALBION ST;UMINA;2257;499.5;M;20010130;20010313;207000;A;R;;;MA;;;7519593;
B;003;28191;21;20010719 13:10;;;84;AUSTRALIA AVE;UMINA;2257;537.5;M;20010213;20010327;190000;A;R;;;FU;;;7519836;
B;003;31881;47;20010719 13:10;;2;36;BERITH ST;UMINA;2257;;;20010320;20010304;167000;;R;;2;;;;7527316;
B;003;31907;48;20010719 13:10;;3;3;BERITH ST;UMINA;2257;;;20010313;20010313;0;;3;NULL;3;;;;7521454;
B;003;32384;51;20010719 13:10;;;78;BIRDWOOD AVE;UMINA;2257;531.1;M;20010330;20010330;0;A;R;;;FU;;;7559881;
B;003;34315;68;20010719 13:10;;;143;BOURKE RD;UMINA;2257;733.5;M;20010320;20010420;188000;A;R;;;MA;;;7554091;
B;003;34332;69;20010719 13:10;;8;171;BOURKE RD;UMINA;2257;;;20010228;20010411;118000;;R;;8;;;;7553712;
B;003;34923;74;20010719 13:10;;1;12;BREEZE ST;UMINA;2257;;;20010118;20010316;189950;;R;;1;;;;7556629;
B;003;34936;75;20010719 13:10;;;34;BREEZE ST;UMINA;2257;594.4;M;20010212;20010326;219000;A;R;;;FU;;;7524391;
B;003;35272;76;20010719 13:10;;;34;BRISBANE AVE;UMINA;2257;556.4;M;20010306;20010306;0;A;R;;;FU;;;7510176;
B;003;36664;85;20010719 13:10;;;2;BURDETT PL;UMINA;2257;603.2;M;20010206;20010315;190000;A;V;;;GG;;;7541214;
B;003;36824;87;20010719 13:10;;1;56;BURRAWANG ST;UMINA;2257;;;20010213;20010327;176000;;R;;1;;;;7537992;
B;003;37187;89;20010719 13:10;;;15;CALYPTA RD;UMINA;2257;657.6;M;20010305;20010410;190000;A;R;;;GG;;;7547789;
B;003;37191;90;20010719 13:10;;;7;CALYPTA RD;UMINA;2257;657.6;M;20010306;20010402;262000;A;R;;;GG;;;7527979;
B;003;38178;98;20010719 13:10;;;5;CARPENTER ST;UMINA;2257;600.7;M;20010227;20010410;170000;A;R;;;FU;;;7542587;
B;003;42225;119;20010719 13:10;;;5;DARLEY RD;UMINA;2257;518.5;M;20010215;20010330;222000;A;R;;;FU;;;7517682;
B;003;47749;153;20010719 13:10;;;14;FITZROY ST;UMINA;2257;720.8;M;20010328;20010328;0;A;R;;;FU;;;7519249;
B;003;51118;177;20010719 13:10;;;17;GREENHAVEN DR;UMINA;2257;1194;M;20010312;20010403;255000;A;R;;;GF;;;7526630;
B;003;51134;178;20010719 13:10;;;49;GREENHAVEN DR;UMINA;2257;1031;M;20010207;20010315;310000;A;R;;;GF;;;7525013;
B;003;52341;193;20010719 13:10;;;14;HAROLD ST;UMINA;2257;430;M;20010214;20010406;100000;A;R;;;MA;;;7541897;
B;003;53100;198;20010719 13:10;;;22;HAYNES AVE;UMINA;2257;866.3;M;20010214;20010328;276000;A;R;;;FU;;;7514055;
B;003;53338;199;20010719 13:10;;;1;HECTOR ST;UMINA;2257;436.3;M;20010201;20010315;170000;A;R;;;MA;;;7533755;
B;003;55103;213;20010719 13:10;;;44;HOBART AVE;UMINA;2257;651.3;M;20010306;20010403;235000;A;R;;;FU;;;7524200;
B;003;58261;232;20010719 13:10;;;39;KALLAROO RD;UMINA;2257;600.7;M;20010221;20010330;187500;A;R;;;GG;;;7556811;
B;003;59700;248;20010719 13:10;;;1;KING ST;UMINA;2257;366.7;M;20010226;20010409;230000;A;R;;;MA;;;7544838;
B;003;60715;253;20010719 13:10;;;26;LACE AVE;UMINA;2257;566.7;M;20010214;20010405;185000;A;V;;;GG;;;7546768;
B;003;61935;261;20010719 13:10;;;20;LENTARA RD;UMINA;2257;605.4;M;20010202;20010411;261000;A;R;;;FU;;;7547510;
B;003;62339;262;20010719 13:10;;;83;LONE PINE AVE;UMINA;2257;505.9;M;20010330;20010410;265000;A;R;;;FU;;;7550796;
B;003;65952;287;20010719 13:10;;;3;MCEVOY AVE;UMINA;2257;670.3;M;20010216;20010330;204000;A;R;;;MA;;;7520252;
B;003;69417;306;20010719 13:10;;;24;NELSON ST;UMINA;2257;474.3;M;20010212;20010326;230000;A;R;;;MA;;;7535934;
B;003;69422;307;20010719 13:10;;;14;NELSON ST;UMINA;2257;474.3;M;20010228;20010411;222500;A;R;;;MA;;;7545744;
