B;214;2825954;680;20010720 10:53;;;;;MT DRUITT;;;;20010529;20010604;290000;;R;;;;;;7683225;
B;214;2825957;681;20010720 10:53;;;;;MT DRUITT;;;;20010529;20010615;110000;;V;;;;;;7701694;
B;214;2871620;720;20020201 12:12;;;;;MT DRUITT;;;;20011206;20011206;160000;;R;RESIDENCE;;;;;8311708;
B;214;;201;20020617 12:52;;;;;MT DRUITT;;;;20020123;20020523;240000;;R;RESIDENCE;1;;;;8641837;
B;214;;202;20020617 12:52;;;;;MT DRUITT;;;;20011112;20020524;240000;;R;RESIDENCE;4;;;;8671951;
B;214;;203;20020617 12:52;;;;;MT DRUITT;;;;20011221;20020517;2400000;;3;TOWN HOUSE;5;;;;8637722;
B;214;;891;20020603 10:38;;;;;MT DRUITT;;;;20011218;20020517;240000;;R;RESIDENCE;6;;;;8619104;
B;214;;892;20020603 10:38;;;;;MT DRUITT;;;;20011217;20020517;240000;;R;RESIDENCE;7;;;;8618878;
B;214;;212;20030501 12:49;;2;2;HYTHE ST;MT DRUITT;2770;;;20021121;20030407;235000;;R;RESIDENCE;2;;;;9520165;
B;214;;213;20030501 12:49;;20;2;HYTHE STREET;MT DRUITT;2770;;;20020210;20030407;239950;;R;RESIDENCE;20;;;;9525143;
B;214;;214;20030501 12:49;;23;2;HYTHE ST;MT DRUITT;;;;20030215;20030407;185000;;R;RESIDENCE;23;;;;9545471;
B;214;;215;20030501 12:49;;;UNIT25/2;HYTHE STREET;MT DRUITT;2770;;;20020507;20030407;205000;;R;RESIDENCE;25;;;;9529010;
B;214;;216;20030501 12:49;;26;2;HYTHE STREET;MT DRUITT;2770;;;20021106;20030407;235000;;R;RESIDENCE;26;;;;9544066;
B;214;;219;20030501 12:49;;47;2;HYTHE ST;MT DRUITT;2770;;;20021125;20030407;239950;;R;RESIDENCE;47;;;;9543464;
B;214;;295;20030818 10:17;;23;2;HYTHE ST;MT DRUITT;2770;;;20030624;20030717;245000;;R;RESIDENCE;63;;;0;9840423;
B;214;2986115;302;20030818 10:17;;20;40;HYTHE ST;MT DRUITT;2770;;;20021001;20030714;241900;;3;UNIT;20;;;0;9874822;
B;214;3018132;367;20031216 12:11;;36;2;HYTHE STREET;MT DRUITT;2770;;;20030929;20031110;243000;;R;RESIDENCE;36;;;0;AA215572;
B;214;3018132;368;20031216 12:11;;50;2;HYTHE ST;MT DRUITT;2770;;;20030915;20031112;237000;;R;RESIDENCE;50;;;0;AA184322;
B;214;3018132;262;20040102 14:06;;8;2;HYTHE ST;MT DRUITT;2770;;;20031117;20031205;245000;;R;RESIDENCE;8;;;0;AA260463;
B;214;;283;20030217 09:51;;1;8;HYTHE STREET;MT DRUITT;2770;;;20021008;20021204;239900;;R;RESIDENCE;1;;;;9332681;
B;214;;292;20030217 09:51;;19;26;HYTHE ST;MT DRUITT;2770;;;20020624;20021220;220000;;R;RESIDENCE;37;;;;9342791;
B;214;;293;20030217 09:51;;;13;LUXFORD RD;MT DRUITT;2770;;;20020627;20021219;197000;;3;;4;;;;9371394;
B;214;;294;20030217 09:51;;12;30;LUXFORD RD;MT DRUITT;2770;;;20020304;20030115;200000;;R;RESIDENCE;47;;;;9338419;
B;214;;868;20030204 13:05;;18;8;HYTHE ST;MT DRUITT;2770;;;20021122;20021224;239900;;R;RESIDENCE;18;;;;9313048;
B;214;;869;20030204 13:05;;19;8;HYTHE ST;MT DRUITT;2761;;;20021204;20021220;257000;;R;RESIDENCE;19;;;;9283363;
B;214;;870;20030204 13:05;;2;8;HYTHE STREET;MT DRUITT;2770;;;20020924;20021205;238900;;R;RESIDENCE;2;;;;9241453;
B;214;;920;20030204 13:06;;;26/26-28;HYTHE STREET;MT DRUITT;2770;;;20020412;20021219;212000;;R;RESIDENCE;19;;;;9265184;
B;214;;928;20030204 13:06;;;APT6PT34;'LUXFORD COURT APTS' 30 LUXFOR;MT DRUITT;2770;;;20020717;20021218;220000;;R;RESIDENCE;34;;;;9241252;
B;214;;929;20030204 13:06;;17;26;HYTHE ST;MT DRUITT;2770;;;20020418;20021219;190000;;R;RESIDENCE;35;;;;9288524;
B;214;;931;20030204 13:06;;39;26;HYTHE STREET;MT DRUITT;2770;;;20011221;20021217;196000;;R;RESIDENCE;39;;;;9254769;
B;214;;932;20030204 13:06;;;21/26A;HYTHE STREET;MT DRUITT;2770;;;20020422;20021218;196500;;R;RESIDENCE;44;;;;9236555;
B;214;;937;20030204 13:06;;10;26;HYTHE STREET;MT DRUITT;2770;;;20011207;20021220;193000;;R;RESIDENCE;54;;;;9295441;
B;214;;938;20030204 13:06;;21;26;HYTHE STREET;MT DRUITT;2148;;;20020520;20020520;195000;;R;RESIDENCE;55;;;;9270190;
B;214;;939;20030204 13:06;;22;26;HYTHE STREET;MT DRUITT;2770;;;20020321;20021218;21500;;R;RESIDENCE;58;;;;9272103;
B;214;;941;20030204 13:06;;29;26;HYTHE STREET;MT DRUITT;2770;;;20020815;20021219;215000;;R;RESIDENCE;60;;;;9300057;
B;214;;944;20030204 13:06;;2;30;LUXFORD RD;MT DRUITT;2770;;;20011220;20021218;196000;;R;RESIDENCE;9;;;;9260228;
B;214;;609;20030716 14:05;;62;2;HYTHE ST;MT DRUITT;2770;;;20020701;20030610;223500;;R;RESIDENCE;61;;;0;9769197;
