B;511;3188735;19;20070316 01:22;;;PTLOT37;PAGES RIVER ROAD;MURRURRUNDI;2338;;;20070112;20070112;650000;;3;FARM;;;;0;AC981923;
B;511;3188735;18;20070401 01:20;;;PTLOT37;PAGES RIVER ROAD;MURRURRUNDI;2338;;;20070112;20070112;650000;;3;FARM;;;;0;AC981923;
