B;164;1798730;47;20011109 10:49;;;1;BELLWOOD RD;BELLWOOD;2448;;;20010725;20010725;10000;;R;RESIDENCE;25;;;;7884148;
B;164;1798730;24;20020816 14:33;NAMBUCCA PLAZA;18;;PACIFIC HWY;BELLWOOD;2448;;;20010606;20010607;12000;;R;RESIDENCE;18;;;;8829830;
B;164;1798730;21;20021217 14:43;NAMBUCCA PLAZA;21;;PACIFIC HWY;BELLWOOD;2448;;;20020704;20021024;220000;;R;RESIDENCE;21;;;;9176478;
B;164;1798730;70;20030204 12:59;;;1;BELLWOOD RD;BELLWOOD;2448;;;20021018;20021114;800000;;3;CINEMA COMPLE;25;;;;9153150;
B;164;1798730;21;20031201 11:23;NAMBUCCA PLAZA;2;;PACIFIC HWY;BELLWOOD;2448;;;20030911;20031023;2120000;;3;SHOP;2;;;0;AA180566;
B;164;1798730;22;20031201 11:23;NAMBUCCA PLAZA;3;;PACIFIC HWY;BELLWOOD;2448;;;20030911;20031023;2120000;;3;SHOP;3;;;0;AA180566;
B;164;1798730;14;20040116 12:37;NAMBUCCA PLAZA;;;PACIFIC HWY CNR;BELLWOOD;2448;;;20031202;20031219;1425000;;3;SHOP;21;;;0;AA279506;
B;164;1798730;24;20040716 12:43;NAMBUCCA PLAZA;17;;PACIFIC HWY;BELLWOOD;2448;;;20040428;20040609;285000;;3;COMMERCIAL;17;;;0;AA753476;
B;164;1798730;13;20040316 13:26;NAMBUCCA PLAZA;;;PACIFIC HWY SHOP 16;BELLWOOD;2448;;;20040206;20040218;1800000;;3;SHOP;6;;;0;AA450111;
