B;199;1879963;4;20160613 01:15;CALPAULIN;;;RAMAH RD;BRIARBROOK;2365;1191.7;H;20160429;20160513;1820000;RU2;3;FARM;;UCX;;0;AK496845;
B;199;1879963;1;20210927 02:04;CALPAULIN;;;RAMAH RD;BRIARBROOK;2365;1191.7;H;20210708;20210906;4300000;RU2;3;FARM;;UCX;;0;AR402233;
B;199;1879963;5;20170731 01:08;CALPAULIN;;;RAMAH RD;BRIARBROOK;2365;1191.7;H;20170616;20170627;2200000;RU2;3;FARM LAND;;UCX;;0;AM576941;
B;242;2956950;1;20170306 01:08;BRIARBROOK;;1071;BRIARBROOK RD;BRIARBROOK;2365;225.4;H;20161222;20170202;1025000;RU1;3;RURAL;;RRN;;0;AM152519;
B;242;2644001;5;20160613 01:17;RAMAH;;874;RAMAH RD;BRIARBROOK;2365;582.7;H;20160429;20160513;1820000;RU1;3;FARM;;RRW;;0;AK496845;
B;242;3970388;3;20161017 01:09;;;;RAMAH RD;BRIARBROOK;2365;1799;H;20160506;20160701;1175000;;3;FARMLAND;;;;0;AK722353;
B;242;2644010;1;20171218 01:19;SPRING VALLEY;;540;RAMAH RD;BRIARBROOK;2365;514.5;H;20170908;20170912;510000;RU1;3;RURALFARM;;RRN;;0;AM951574;
B;242;2644001;8;20170731 01:11;RAMAH;;874;RAMAH RD;BRIARBROOK;2365;582.7;H;20170616;20170627;2200000;RU1;3;FARM LAND;;RRW;;0;AM576941;
B;257;2644009;4;20200810 01:03;WINTER STATION;;165;ESSINGTON RD;BRIARBROOK;2365;519.6;H;20200623;20200804;850000;RU1;3;FARM;;RRW;;0;AQ293666;
B;257;2644001;8;20250512 01:25;RAMAH;;874;RAMAH RD;BRIARBROOK;2365;582.7;H;20250218;20250508;2900000;RU1;3;FARM;;RRW;;0;AV43388;
B;257;2956950;1;20200615 01:02;BRIARBROOK;;1071;BRIARBROOK RD;BRIARBROOK;2365;225.4;H;20200519;20200609;1350000;RU1;3;FARM;;RRN;;0;AQ157984;
B;257;2644002;2;20221017 01:11;;;659;RAMAH RD;BRIARBROOK;2365;451.73;H;20220914;20220930;760000;RU1;3;FARM;;RRW;;0;AS515478;
B;257;2644001;3;20210927 02:30;RAMAH;;874;RAMAH RD;BRIARBROOK;2365;582.7;H;20210708;20210906;4300000;RU1;3;FARM;;RRW;;0;AR402233;
B;257;2644009;17;20180528 01:20;WINTER STATION;;165;ESSINGTON RD;BRIARBROOK;2365;519.6;H;20180307;20180307;550000;RU1;3;RURAL;;RRW;;0;AN188623;
B;242;2956950;7;20030102 11:52;;;;BRIARBROOK RD;BRIARBROOK;2365;225.4;H;20020725;20021024;270000;;3;FARM RURAL;;;RG;;9158799;
B;242;2644002;7;20020201 12:17;;;122;BOGLES RD;BRIARBROOK;2365;451.7;H;20011017;20011106;199000;R;3;FARM;;RW;;;8289310;
B;242;2644081;7;20040301 11:57;;;318;BRIARBROOK RD;BRIARBROOK;2365;66.61;H;20031219;20040123;220000;R;3;FARM/RURAL;;RM;;0;AA382087;
B;242;2956950;5;20050502 14:22;BRIARBROOK;;1061;BRIARBROOK RD;BRIARBROOK;2365;225.4;H;20050217;20050324;485000;R;3;FARM/RURAL;;RN;;0;AB412673;
B;242;2644012;1;20080526 01:19;ESSINGTON;;302;ESSINGTON RD;BRIARBROOK;2365;701.7;H;20080401;20080506;338000;R;3;FARM;;RW;;0;AD953593;
B;242;2644081;1;20091214 03:36;KIPSIE;;318;BRIARBROOK RD;BRIARBROOK;2365;66.61;H;20091008;20091023;430000;R;3;FARM;;RM;;0;AF131845;
B;242;2644009;2;20091019 01:48;WINTER STATION;;165;ESSINGTON RD;BRIARBROOK;2365;519.6;H;20090821;20090925;540000;R;3;FARM;;RW;;0;AF19158;
B;242;2956949;1;20110912 02:51;;;1061;BRIARBROOK RD;BRIARBROOK;2365;180;H;20110720;20110824;570000;R;3;FARM;;RN;;0;AG465436;
B;242;2644010;1;20120507 02:27;SPRING VALLEY;;540;RAMAH RD;BRIARBROOK;2365;514.5;H;20120306;20120410;480000;R;3;FARM;;RN;;0;AG937910;
