B;255;3123103;25;20041001 11:14;;;;"MENINCOURT STATION";VIA POONCARIE;2648;651.5;H;20001130;20010129;65000;;V;VACANT LAND;;;;0;8678227;
B;902;3722877;1;20140331 01:16;;;;PARF OF WYCOT STATION;VIA POONCARIE;2648;4144;H;20131129;20140128;250000;;V;VACANT LAND;;;;0;AI403288;
