B;088;2876920;207;20020102 13:05;;;;;CAMMERY;;;;20010907;20011120;565000;;R;RESIDENCE;12;;;;8211936;
B;088;2876920;208;20020102 13:05;;;;;CAMMERY;;;;20010816;20011101;565000;;R;RESIDENCE;2;;;;8189812;
B;088;;280;20011203 13:01;;;;;CAMMERY;;;;20010511;20011109;555000;;R;RESIDENCE;1;;;;8113694;
B;088;;281;20011203 13:01;;;;;CAMMERY;;;;20010517;20011023;530000;;R;RESIDENCE;11;;;;8061228;
B;088;;282;20011203 13:01;;;;;CAMMERY;;;;20010626;20011025;670000;;R;RESIDENCE;13;;;;8066631;
B;088;;283;20011203 13:01;;;;;CAMMERY;;;;20010711;20011019;695000;;R;RESIDENCE;14;;;;8053465;
B;088;;284;20011203 13:01;;;;;CAMMERY;;;;20010906;20011030;795000;;R;RESIDENCE;16;;;;8102901;
B;088;;285;20011203 13:01;;;;;CAMMERY;;;;20010626;20011025;692500;;R;RESIDENCE;17;;;;8103130;
B;088;;286;20011203 13:01;;;;;CAMMERY;;;;20010912;20011102;550000;;R;RESIDENCE;3;;;;8117001;
B;088;;287;20011203 13:01;;;;;CAMMERY;;;;20010824;20011107;815000;;R;RESIDENCE;4;;;;8100414;
B;088;;288;20011203 13:01;;;;;CAMMERY;;;;20010817;20011031;550000;;R;RESIDENCE;5;;;;8081482;
B;088;;289;20011203 13:01;;;;;CAMMERY;;;;20010515;20011025;565000;;R;RESIDENCE;8;;;;8064313;
B;088;2876920;207;20020502 11:16;;;;;CAMMERY;;;;20020208;20020315;675000;;3;;9;;;;8513522;
B;088;2876920;274;20020201 12:01;;;;;CAMMERY;;;;20010523;20011031;695000;;R;RESIDENCE;10;;;;8231418;
B;088;2876920;275;20020201 12:01;;;;;CAMMERY;;;;20011026;20011220;730000;;R;RESIDENCE;15;;;;8247127;
B;088;2876920;156;20020402 13:02;;;;;CAMMERY;;;;20011211;20020301;710000;;R;RESIDENCE;6;;;;8411789;
B;088;2876920;157;20020402 13:02;;;;;CAMMERY;;;;20011221;20020201;545000;;R;RESIDENCE;7;;;;8376049;
