B;081;2848074;463;20011109 11:26;;;;;BELLLA VISTA;;;;20010503;20010824;419000;;R;RESIDENCE;;;;;7894353;
B;081;2848072;477;20011203 12:54;;;;;BELLLA VISTA;;;;20010213;20010903;422000;;R;RESIDENCE;;;;;8103878;
B;081;2848073;478;20011203 12:54;;;;;BELLLA VISTA;;;;20011003;20011031;495000;;R;RESIDENCE;;;;;8095395;
B;081;2848070;466;20011109 13:23;;;;;BELLLA VISTA;;;;20010430;20010823;425000;;R;RESIDENCE;;;;;7952207;
B;081;2848071;467;20011109 13:23;;;;;BELLLA VISTA;;;;20010705;20010823;427000;;R;RESIDENCE;;;;;7919764;
B;081;2848073;468;20011109 13:23;;;;;BELLLA VISTA;;;;20010223;20010830;435000;;R;RESIDENCE;;;;;7921399;
B;081;2848075;469;20011109 13:23;;;;;BELLLA VISTA;;;;20010411;20010905;438000;;R;RESIDENCE;;;;;7983204;
B;081;2848076;470;20011109 13:23;;;;;BELLLA VISTA;;;;20010306;20010830;432000;;R;RESIDENCE;;;;;7938620;
B;081;2848077;471;20011109 13:23;;;;;BELLLA VISTA;;;;20010730;20010928;449000;;R;RESIDENCE;;;;;7945093;
B;081;2848078;472;20011109 13:23;;;;;BELLLA VISTA;;;;20010426;20010903;445000;;R;RESIDENCE;;;;;7941764;
