B;012;;;;;;;PH RAVENSWORTH;PH RAVENSWORTH;0;943;H;19900628;19900628;1737000;;R;RESIDENCE;;;;;
B;012;;;;;;;PH RAVENSWORTH;PH RAVENSWORTH;0;1;H;19921001;19921001;0;;R;RESIDENCE;;;;;
B;012;;;;;;;PH RAVENSWORTH;PH RAVENSWORTH;0;5229;M;19921218;19921218;75000;;R;RESIDENCE;;;;;
