B;007;196447;;;;;;.;PH HUNTER;2333;0;M;19910628;19910628;250000;P;R;RESIDENCE;;;;;
B;012;303203;;;;;;;PH HUNTER;2330;10;H;19921015;19921015;60000;;R;RESIDENCE;;;;;
