B;083;;15;20021217 14:35;;8;22;KARRABEE AVENUE 'ORCHID WALK';HUNTLEYS COVE;2111;;;20000704;20021127;760000;;R;RESIDENCE;14;;;;9182207;
B;083;;16;20021119 09:39;;;UNIT006;'ORCHID WALK' 22 KARRABEE AVEN;HUNTLEYS COVE;2111;;;20001117;20021031;793000;;R;RESIDENCE;12;;;;9099472;
B;083;;17;20021119 09:39;;;UNIT001;'ORCHARD WALK' 22 KARRABEE AVE;HUNTLEYS COVE;2111;;;20010502;20021104;850000;;R;RESIDENCE;7;;;;9097083;
B;083;;7;20021204 09:04;;6;20;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;19990722;19990722;785000;;R;RESIDENCE;1;;;;9117794;
B;083;;9;20030416 10:04;;301;24;KURRABEE AVE;HUNTLEYS COVE;;;;20020921;20030402;950000;;R;RESIDENCE;10;;;;9501661;
B;083;;12;20030416 10:04;;102;24;KARRABEE AVE WILLOW GROVE;HUNTLEYS COVE;2111;;;20010731;20030319;670000;;R;RESIDENCE;3;;;;9484642;
B;083;;13;20030416 10:04;;204;24;KARRABEE AVE;HUNTLEYS COVE;2111;;;20010111;20030325;631000;;R;RESIDENCE;9;;;;9494522;
B;083;;18;20030416 10:04;;;G04/12;KARRABEE AVE SILKWOOD;HUNTLEYS COVE;2111;;;20001026;20030326;380000;;R;RESIDENCE;3;;;;9508029;
B;083;;19;20030416 10:04;;10;14;'PEPPERWOOD'KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20030401;20030404;585000;;R;RESIDENCE;32;;;;9512045;
B;083;;20;20030416 10:04;;105;14;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20010214;20030325;457000;;R;RESIDENCE;33;;;;9491045;
B;083;;21;20030416 10:04;;101;14;KARRABEE AVE PEPPERWOOD;HUNTLEYS COVE;2111;;;20011220;20030327;608000;;R;RESIDENCE;34;;;;9488534;
B;083;;23;20030416 10:04;;204;14;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20020211;20030325;603000;;R;RESIDENCE;37;;;;9493833;
B;083;;26;20030416 10:04;;;G.01'SIKLW;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20000915;20030328;380000;;R;RESIDENCE;4;;;;9499412;
B;083;;27;20030416 10:04;;105;18;KARRABEE AVE 'ANGLEWOOD BLOCK;HUNTLEYS COVE;2111;;;20000707;20030324;296000;;R;RESIDENCE;64;;;;9482308;
B;083;;30;20030416 10:04;;206;18;KARRABEE AVE;HUNTLEYS COVE;2111;;;20010216;20030325;529000;;R;RESIDENCE;71;;;;9491074;
B;083;2905811;5;20030501 12:40;;102;3;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20030303;20030407;760000;;R;RESIDENCE;14;;;;9526166;
B;083;;7;20030501 12:40;;104;24;KARRABEE AVE 'WILLOW GROVE';HUNTLEYS COVE;2111;;;20010712;20030326;661000;;R;RESIDENCE;5;;;;9530789;
B;083;;8;20030501 12:40;;201;24;'WILLOW GROV'KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20000711;20030312;628000;;R;RESIDENCE;6;;;;9520433;
B;083;;11;20030501 12:40;;102;12;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20010521;20030404;486000;;R;RESIDENCE;13;;;;9530550;
B;083;;12;20030501 12:40;;201;12;KARRABEE AVE;HUNTLEYS COVE;2111;;;20000602;20030327;456000;;R;RESIDENCE;20;;;;9538087;
B;083;;13;20030501 12:40;;;UNITG04;KARRABEE AVE;HUNTLEY'S COVE;2111;;;20020328;20030326;633000;;R;RESIDENCE;27;;;;9539494;
B;083;;15;20030501 12:40;;905;16;KARRABEE AVE;HUNTLEYS COVE;2111;;;20010718;20030318;320000;;R;RESIDENCE;43;;;;9516576;
B;083;;16;20030501 12:40;;104;16;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20000911;20030410;310000;;R;RESIDENCE;48;;;;9534987;
B;083;;17;20030501 12:40;;204;16;KARRABEE AVE;HUNTLEYS COVE;2111;;;20010502;20030325;353000;;R;RESIDENCE;54;;;;9545871;
B;083;;18;20030501 12:40;;;G06/18;KARRABEE AVE;HUNTLEYS COVE;2111;;;20001116;20030320;508000;;R;RESIDENCE;59;;;;9536595;
B;083;;19;20030501 12:40;;;602;'ANGELWOOD 18 KARRABEE AVE;HUNTLEYS COVE;2111;;;20001215;20030331;489000;;R;RESIDENCE;61;;;;9528378;
B;083;;20;20030501 12:40;;;G04/18;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20000602;20030327;279000;;R;RESIDENCE;63;;;;9530508;
B;083;;21;20030501 12:40;;;202ANGELWO;18 KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20001204;20030411;505000;;R;RESIDENCE;73;;;;9544513;
B;083;2875834;36;20030204 12:19;;102;2;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20021129;20030110;540000;;R;RESIDENCE;7;;;;9285661;
B;083;;39;20030204 12:19;;9;23;KARRABEE AVE;HUNTLEYS COVE;2111;;;19991101;19991105;770000;;3;;15;;;;9238226;
B;083;;43;20030204 12:19;;;J01/20;KARRABEE AVENUE;HUNTLEYS COVE;;;;19991115;20021118;784000;;R;RESIDENCE;6;;;;9238183;
B;083;;45;20030204 12:19;;3;22;ORCHID WALK, KARRABEE AVE;HUNTLEYS COVE;2111;;;20000310;20021211;810000;;3;APARTMENT;9;;;;9232937;
B;083;;10;20030619 14:21;;202;24;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20030505;20030509;750000;;R;RESIDENCE;7;;;0;9652914;
B;083;;13;20030619 14:21;;108;12;KARRABEE AVE;HUNTLEY'S COVE;2111;;;20011126;20030530;626000;;R;RESIDENCE;9;;;0;9664748;
B;083;;10;20030701 14:17;;;G01;WILLOW GR,KARRABEE AVE;HUNTLEYS COVE;2111;;;20030502;20030613;765000;;R;RESIDENCE;1;;;0;9704261;
B;083;;35;20030317 13:49;;;UNIT203;WILLOW GROVE, 24 KARRABEE AVEN;HUNTLEYS COVE;2111;;;20010813;20030306;683000;;R;RESIDENCE;8;;;;9447095;
B;083;;36;20030317 13:49;;;UNIT203/24;KARRABEE AVE WILLOW GROVE;HUNTLEYS COVE;2111;;;20020724;20030306;773000;;R;RESIDENCE;8;;;;9447096;
B;083;;17;20030619 09:00;;302;24;KARRABEE AVE;HUNTLEYS COVE;2111;;;20001030;20030320;773000;;R;RESIDENCE;11;;;0;9477159;
B;083;;21;20030619 09:00;;306;24;KARRABEE AVENUE;HUNTLEYS COVE;2111;;;20000419;20020311;750000;;R;RESIDENCE;15;;;0;9469102;
B;083;;23;20030619 09:00;;103;24;KARRABEE AVE;HUNTLEYS COVE;2111;;;20010131;20030314;613000;;R;RESIDENCE;4;;;0;9472890;
B;083;;26;20030619 09:00;;;G08/12;KARRABEE AVE SILKWOOD;HUNTLEYS COVE;2111;;;20001103;20030320;518000;;R;RESIDENCE;1;;;0;9474736;
B;083;;27;20030619 09:00;;205;12;KARRABEE AVE;HUNTLEYS COVE;2111;;;20001222;20030324;621000;;R;RESIDENCE;18;;;0;9480490;
B;083;;28;20030619 09:00;;;G05/12;KARABEE AVE SILKWOOD;HUNTLEYS COVE;2111;;;20010905;20030320;675000;;R;RESIDENCE;2;;;0;9478805;
B;083;;29;20030619 09:00;;203;14;KARRABEE AVE PEPPERWOOD;HUNTLEYS COVE;2111;;;20020627;20030321;588000;;R;RESIDENCE;36;;;0;9482204;
B;083;;31;20030619 09:00;;103;16;KARRABEE AVE;HUNTLEYS COVE;2111;;;20010302;20030321;438000;;R;RESIDENCE;47;;;0;9476540;
B;083;;32;20030619 09:00;;106;16;KARRABEE AVE, CANDLEWOOD;HUNTLEYS COVE;2111;;;20000402;20030321;518000;;3;UNIT;50;;;0;9468990;
B;083;;34;20030619 09:00;;;G05,18;KARRABEE AVE;HUNTLEYS COVE;2111;;;20000605;20030318;295000;;R;RESIDENCE;58;;;0;9473231;
B;083;;36;20030619 09:00;;;G03/LT62/1;KARRABEE AVE;HUNTLEYS COVE;2111;;;20001215;20030321;501000;;R;RESIDENCE;62;;;0;9483702;
B;083;;38;20030619 09:00;;104;18;KARRABEE AVE;HUNTLEYS COVE;2111;;;20000413;20030320;293000;;R;RESIDENCE;69;;;0;9478998;
B;083;;15;20030516 10:21;;;GO1/24;KARRABEE AVE;HUNTLEYS COVE;2111;;;20001019;20030403;590000;;R;RESIDENCE;1;;;;9590908;
