B;698;2868037;65;20020102 13:35;;;;;THE LONGYARD;;;;20010821;20011109;76500;;V;VACANT LAND;;;;;8161946;
B;698;2868039;66;20020102 13:35;;;;;THE LONGYARD;;;;20011012;20011127;53000;;V;VACANT LAND;;;;;8197935;
B;698;2868036;90;20011203 13:19;;;;;THE LONGYARD;;;;20010914;20011108;142000;;V;VACANT LAND;;;;;8108406;
B;698;2868038;91;20011203 13:19;;;;;THE LONGYARD;;;;20010823;20011119;83500;;V;VACANT LAND;;;;;8124981;
