B;192;;;;;;;PH BOOBORA;PH BOOBORA;0;159;H;19920424;19920424;60000;R;R;RESIDENCE;;;;;
B;192;;;;;;;PH BOOBORA;PH BOOBORA;0;566;H;19920501;19920501;0;R;R;RESIDENCE;;;;;
