B;708;2136362;171;20041216 08:44;;7;69;MOORE PARK RD;MOORE PARK;2021;;;20040916;20041119;825000;;R;RESIDENCE;7;;;0;AB118548;
B;708;2136362;172;20041216 08:44;;13;69;MOORE PARK RD;MOORE PARK;2021;;;20040916;20041119;825000;;R;RESIDENCE;13;;;0;AB118548;
B;708;2136362;173;20041216 08:44;;14;69;MOORE PARK RD;MOORE PARK;2021;;;20040916;20041119;825000;;R;RESIDENCE;14;;;0;AB118548;
B;708;2136356;56;20061216 01:22;;5;65;MOORE PARK RD;MOORE PARK;2021;;;20060915;20061103;810000;;R;RESIDENCE;5;;;0;AC782415;
B;708;2136362;64;20060616 01:22;;3;69;MOORE PARK RD;MOORE PARK;2021;;;20060426;20060526;815000;;R;RESIDENCE;3;;;0;AC348271;
B;708;2136362;150;20070716 01:29;;6;69;MOORE PARK RD;MOORE PARK;2021;;;20070627;20070629;995000;;R;RESIDENCE;6;;;0;AD235243;
B;708;2136329;57;20070316 01:24;;1;53;MOORE PARK RD;MOORE PARK;2021;;;20070125;20070222;365000;;R;RESIDENCE;1;;;0;AC988351;
B;708;2136329;58;20070401 01:22;;1;53;MOORE PARK RD;MOORE PARK;2021;;;20070125;20070222;365000;;R;RESIDENCE;1;;;0;AC988351;
B;708;2136362;82;20071001 01:23;;9;69;MOORE PARK RD;MOORE PARK;2021;;;20070619;20070731;594000;;R;RESIDENCE;9;;;0;AD418511;
B;708;2136362;83;20071001 01:23;;18;69;MOORE PARK RD;MOORE PARK;2021;;;20070619;20070731;594000;;R;RESIDENCE;18;;;0;AD418511;
B;708;2136362;53;20080811 01:21;;8;69;MOORE PARK RD;MOORE PARK;2021;;;20080530;20080714;620000;;R;RESIDENCE;8;;;0;AE107707;
B;708;2136362;54;20080811 01:21;;16;69;MOORE PARK RD;MOORE PARK;2021;;;20080530;20080714;620000;;R;RESIDENCE;16;;;0;AE107707;
B;708;2136362;24;20081020 01:20;;2;69;MOORE PARK RD;MOORE PARK;2021;;;20080829;20081007;975000;;R;RESIDENCE;2;;;0;AE253516;
B;708;2136362;25;20081020 01:20;;17;69;MOORE PARK RD;MOORE PARK;2021;;;20080829;20081007;975000;;R;RESIDENCE;17;;;0;AE253516;
B;708;2136329;130;20100809 04:59;;7;53;MOORE PARK RD;MOORE PARK;2021;;;20100623;20100719;353500;;R;RESIDENCE;7;;;0;AF654847;
B;708;2136356;109;20101206 03:22;;1;65;MOORE PARK RD;MOORE PARK;2021;;;20100729;20101110;1100000;;R;RESIDENCE;1;;;0;AF886363;
B;708;2136329;117;20100524 01:45;;4;53;MOORE PARK RD;MOORE PARK;2021;;;20091223;20091223;180000;;R;RESIDENCE;4;;;67;AF478403;
B;708;2136329;100;20110509 02:07;;6;53;MOORE PARK RD;MOORE PARK;2021;;;20110305;20110418;432500;;R;RESIDENCE;6;;;0;AG206537;
B;708;2136362;84;20120604 01:54;;7;69;MOORE PARK RD;MOORE PARK;2021;;;20120316;20120514;945000;;R;RESIDENCE;7;;;0;AG992962;
B;708;2136362;85;20120604 01:54;;13;69;MOORE PARK RD;MOORE PARK;2021;;;20120316;20120514;945000;;R;RESIDENCE;13;;;0;AG992962;
B;708;2136362;86;20120604 01:54;;14;69;MOORE PARK RD;MOORE PARK;2021;;;20120316;20120514;945000;;R;RESIDENCE;14;;;0;AG992962;
