B;089;825084;18;20160208 01:15;;;37 A;GRAND AVE;CAMELLIA;2142;3.28;H;20150916;20151218;14600000;IN3;3;COMMERCIAL FA;;IHI;;0;AK168813;
B;089;825085;19;20160208 01:15;;;39;GRAND AVE;CAMELLIA;2142;3789;M;20150916;20151218;14600000;IN3;3;COMMERCIAL FA;;IHI;;0;AK168813;
B;089;825065;11;20160411 01:13;;;7;GRAND AVE;CAMELLIA;2142;4712;M;20160120;20160330;7750000;IN3;3;COMMERCIAL;;IHI;;0;AK330490;
B;089;825066;26;20160711 01:03;;;9;GRAND AVE;CAMELLIA;2142;7127;M;20160418;20160620;14000000;IN3;3;;;IHI;;0;AK548919;
B;089;825083;40;20180115 01:20;NEILL;;37;GRAND AVE;CAMELLIA;2142;2.023;H;20170908;20171218;20900000;IN3;3;INDUSTRIAL;;IHI;;0;AM989001;
B;089;825064;16;20160919 01:03;;;3;GRAND AVE;CAMELLIA;2142;6417;M;20151106;20160901;16500000;IN3;3;COMMERCIAL;;IHI;;0;AK731858;
B;089;3708128;49;20170327 01:03;;;13 A;GRAND AVE;CAMELLIA;2142;2883.8;M;20161223;20170317;4300000;IN3;3;FACTORY;;IHI;;0;AM252671;
B;260;3147539;69;20230508 01:11;;;11;GRAND AVE;CAMELLIA;2142;5.04;H;20221123;20230428;143600000;E5;3;WAREHOUSE;;HI1;;0;AT42954;
B;260;3147540;70;20230508 01:11;;;11 A;GRAND AVE;CAMELLIA;2142;2.972;H;20221123;20230428;143600000;E5;3;WAREHOUSE;;HI1;;0;AT42954;
B;260;4251135;29;20220711 01:18;;;181;JAMES RUSE DR;CAMELLIA;2142;24.286;H;20220119;20220527;85250000;B5;V;VACANT LAND;;BBD;;0;AS169993;
B;260;4251135;30;20220711 01:18;;;181;JAMES RUSE DR;CAMELLIA;2142;24.286;H;20220119;20220527;85250000;B5;V;VACANT LAND;;BBD;;0;AS170000;
B;089;825064;149;20011203 12:55;;;3;GRAND AVE;CAMELLIA;2142;6417;M;20000907;20011018;3250000;I;3;FACTORY;;FY;;;8043572;
B;089;;162;20021217 14:36;;1;142;JAMES RUSE DR;CAMELLIA;2142;;;20020920;20021128;1800000;;3;COMMERCIAL SU;1;;;;9175357;
B;089;;507;20030204 12:27;;;LT2,142;JAMES RUSE DR;CAMELLIA;2142;;;20020926;20020930;1350000;;3;COMMERCIAL;2;;;;9279046;
B;089;825061;60;20030701 14:18;;;;GRAND AVE;CAMELLIA;2142;6197;M;20030224;20030613;4000000;I;3;OFFICE BLDG;;FY;;0;9704329;
B;089;825069;63;20041001 11:02;;;13;GRAND AVE;CAMELLIA;2142;9586.8;M;20040514;20040625;2475000;I;3;COMMERCIAL;;FY;;0;AA791012;
B;089;3339845;54;20071016 01:11;;;;GRAND AVE;CAMELLIA;2142;7.83;H;20070620;20070824;6300000;;3;CCAR PARK;;;;0;AD379484;
B;089;3339846;55;20071016 01:11;;;;JAMES RUSE DR;CAMELLIA;2142;6.718;H;20070613;20070816;7500000;;V;VACANT LAND;;;;0;AD354239;
B;089;825064;26;20091109 01:49;;;3;GRAND AVE;CAMELLIA;2142;6417;M;20090605;20090805;4800000;I;3;CAR DEALERSHI;;FY;;0;AF77087;
B;089;3708127;91;20130701 01:20;;;13;GRAND AVE;CAMELLIA;2142;6703;M;20121213;20130215;2390000;;3;COMMERCIAL;;;;0;AH772190;
B;089;825073;23;20140929 01:10;;;17;GRAND AVE;CAMELLIA;2142;3408;M;20140730;20140910;1250000;IN3;3;COMMERCIAL;;IHI;;0;AI902061;
B;089;825071;;;;;15;GRAND AV;CAMELLIA;2142;2.728;H;19910201;19910201;9337000;I;R;RESIDENCE;;;;;
B;089;825066;;;;;9;GRAND AV;CAMELLIA;2142;7127;M;19911127;19911127;103750;I;R;RESIDENCE;;;;;
B;089;825066;;;;;9;GRAND AV;CAMELLIA;2142;7127;M;19911127;19911127;207500;I;R;RESIDENCE;;;;;
B;089;;;;;;13;GRAND AVE;CAMELLIA;2142;1970;M;19910705;19910705;100;I;R;RESIDENCE;;;;;
B;089;;;;;;14;GRAND AVE;CAMELLIA;2150;6030;M;19910501;19910501;180000;;R;RESIDENCE;;;;;
B;089;;;;;;175;JAMES RUSE DR;CAMELLIA;2142;2;H;19911204;19911204;9900000;I;R;RESIDENCE;;;;;
B;089;825074;;;;;19;GRAND AV;CAMELLIA;2142;8701;M;19920504;19920504;650000;I;R;RESIDENCE;;;;;
B;089;825083;;;;;37;GRAND AV;CAMELLIA;2142;2.023;H;19931224;19931224;550000;I;R;RESIDENCE;;;;;
B;089;825056;;;;;LOT 4;GRAND AV;CAMELLIA;2142;8.509;H;19931011;19931011;4353300;I;R;RESIDENCE;;;;;
B;089;825054;;;;;COR LO;GRAND AV;CAMELLIA;2142;2.406;H;19940915;19940915;3250000;I;R;RESIDENCE;;;;;
B;089;825062;;;;;;GRAND AV;CAMELLIA;2142;;;19940610;19940610;17800000;I;R;RESIDENCE;;;;;
B;089;825066;;;;;9;GRAND AV;CAMELLIA;2142;7127;M;19950224;19950224;2675000;I;R;RESIDENCE;;;;;
B;089;2797839;;;;;35;GRAND AV;CAMELLIA;2142;1.23;H;19970114;19970114;1350000;I;R;RESIDENCE;;;;;
B;089;825065;;;;;5;GRAND AV;CAMELLIA;2142;4712;M;19971029;19971029;2500000;I;R;RESIDENCE;;;;;
B;089;825085;;;;;LOT 2;GRAND AV;CAMELLIA;2142;3789;M;19971211;19971211;455000;;R;RESIDENCE;;;;;
B;089;825067;;;;;11;GRAND AV;CAMELLIA;2142;8.655;H;19980501;19980501;9200000;I;R;RESIDENCE;;;;;
B;089;825075;;;;;21;GRAND AV;CAMELLIA;2142;423.7;M;19990720;19990720;400000;I;R;RESIDENCE;;;;;
B;089;825068;;;;;11A;GRAND AV;CAMELLIA;2142;174.4;M;20000915;20000915;30000;I;R;RESIDENCE;;;;;
B;089;825049;;;;;16;GRAND AV;CAMELLIA;2142;5963;M;20000523;20000523;1200000;I;R;RESIDENCE;;;;;
B;089;825061;;;;;;GRAND AV;CAMELLIA;2142;6197;M;20000509;20000509;3600000;I;R;RESIDENCE;;;;;
