B;018;2893707;193;20020502 10:57;;;;;TURA;;;;20011016;20020403;641000;;V;VACANT LAND;;;;;8517438;
B;018;2893713;105;20020702 07:45;;;;;TURA;;;;20020326;20020506;63000;;V;VACANT LAND;;;;;8709745;
B;018;2893709;181;20020603 09:47;;;;;TURA;;;;20011002;20020426;66500;;V;VACANT LAND;;;;;8584368;
