B;114;2879241;91;20020301 13:36;;;;;EAST DUBBO;2830;;;20011018;20020123;200000;;V;VACANT LAND;;;AE;;8326701;
B;114;;147;20020603 10:15;;;;;EAST DUBBO;2830;;;20011114;20020328;300000;;3;INDUSTRIAL SH;1;;;;8633060;
B;114;;;;;;78;MOUNTBATTEN DRIVE;EAST DUBBO;2830;1538;M;19981023;19981023;57000;I;R;RESIDENCE;;;;;
