B;060;529502;;;;;;;PH BURRUMBUTTOCK DP'S;0;4;H;19940506;19940506;75000;R;R;RESIDENCE;;;;;
B;060;;;;;;;;PH BURRUMBUTTOCK DP'S;0;40;H;19980202;19980202;72000;R;R;RESIDENCE;;;;;
