B;207;1985655;25;20061216 01:16;;;2;BUMBORAH POINT RD;PORT BOTANY;2036;5.28;H;20060629;20060629;11220000;I;V;VACANT LAND;;ZM;;0;AC464510;
B;207;;;;;;1890;BOTANY RD;PORT BOTANY;2036;0;M;19900629;19900629;17000000;;R;RESIDENCE;;;;;
B;207;2806704;;;;;51;FRIENDSHIP RD;PORT BOTANY;2036;7.5;H;19980929;19980929;5400000;I;R;RESIDENCE;;;;;
