B;101;1053255;1;20010719 12:37;;;56;ADDISON RD;CULBURRA;2540;929.5;M;20010213;20010327;50000;A;V;;;JK;;;7556505;
B;101;1053299;2;20010719 12:37;;;35;ADDISON RD;CULBURRA;2540;1353;M;20010226;20010409;177000;A;R;;;JJ;;;7538718;
B;101;1060019;44;20010719 12:37;;;77;CARLTON CRES;CULBURRA;2540;682.9;M;20010214;20010321;57000;A;V;;;JL;;;7547383;
B;101;1064799;74;20010719 12:37;;;8;DUKE ST;CULBURRA;2540;708.2;M;20010214;20010402;264000;A;R;;;JM;;;7554807;
B;101;1065136;77;20010719 12:37;;;22;EAST CRES;CULBURRA;2540;1745;M;20010227;20010326;65000;A;V;;;JN;;;7510793;
B;101;1067144;100;20010719 12:37;;;77;FAIRLANDS ST;CULBURRA;2540;834.7;M;20010305;20010404;160000;A;R;;;JL;;;7529832;
B;101;1070023;118;20010719 12:37;;;46;GREENBANK GR;CULBURRA;2540;866.3;M;20010131;20010403;200000;A;R;;;JL;;;7533512;
B;101;1086873;216;20010719 12:37;;;36;PARK ROW;CULBURRA;2540;853.6;M;20010321;20010412;118000;A;R;;;JM;;;7554709;
B;101;1087581;218;20010719 12:37;;;6;PENGUINS HEAD RD;CULBURRA;2540;872.6;M;20010831;20010404;65000;A;V;;;JM;;;7547439;
B;101;1088516;222;20010719 12:37;;;176;PRINCE EDWARD AVE;CULBURRA;2540;834.7;M;20010220;20010412;145000;A;R;;;JM;;;7559856;
B;101;1088575;223;20010719 12:37;;;50;PRINCE EDWARD AVE;CULBURRA;2540;695.6;M;20010219;20010402;47500;A;V;;;JK;;;7525452;
B;101;1088589;224;20010719 12:37;;;22;PRINCE EDWARD AVE;CULBURRA;2540;891.6;M;20010405;20010419;65000;A;V;;;JM;;;7552638;
B;101;1088638;225;20010719 12:37;;;71;PRINCE EDWARD AVE;CULBURRA;2540;;;20010209;20010411;77000;A;R;;;JK;;;7545291;
B;101;1097819;282;20010719 12:37;;;4;THE BOWERY;CULBURRA;2540;569.1;M;20010207;20010207;60000;A;R;;;JM;;;7397022;
B;101;1098274;285;20010719 12:37;;;8;THE MALL;CULBURRA;2540;695.6;M;20010228;20010411;117000;A;3;NULL;;JM;;;7552505;
B;101;1098899;290;20010719 12:37;;;11;THE STRAND;CULBURRA;2540;695.6;M;20010308;20010330;70000;A;V;;;JM;;;7526057;
B;101;1101073;302;20010719 12:37;;;;VIVIAN WAY;CULBURRA;2540;834.7;M;20010308;20010419;142500;A;V;;;JM;;;7558374;
B;101;1053927;5;20011109 11:16;;;44;ALLERTON AVE;CULBURRA;2540;1113;M;20010625;20010730;290000;A;R;RESIDENCE;;JM;;;7850732;
B;101;1059995;43;20011109 11:16;;;30;CARLTON CRES;CULBURRA;2540;;;20010702;20010802;55000;A;V;VACANT LAND;;JL;;;7884789;
B;101;1070018;118;20011109 11:16;;;36;GREENBANK GR;CULBURRA;2540;860;M;20010620;20010808;163000;A;R;RESIDENCE;;JL;;;7846838;
B;101;1070032;119;20011109 11:16;;;64;GREENBANK GR;CULBURRA;2540;866.3;M;20010605;20010717;120000;A;R;RESIDENCE;;JL;;;7890982;
B;101;1070053;120;20011109 11:16;;1;109;GREENBANK GR;CULBURRA;2540;;;20010619;20010815;112000;;R;RESIDENCE;1;;;;7870525;
B;101;1073195;142;20011109 11:16;;;29;INGLE RING;CULBURRA;2540;784.1;M;20010622;20010727;125000;A;R;RESIDENCE;;JL;;;7828369;
B;101;1083278;200;20011109 11:16;;;7;MOWBRAY RD;CULBURRA;2540;733.5;M;20010529;20010723;180000;A;R;RESIDENCE;;JM;;;7883103;
B;101;1085677;207;20011109 11:16;;;29;ORIENT POINT RD;CULBURRA;2540;739.8;M;20010618;20010815;132000;A;R;RESIDENCE;;JM;;;7872269;
B;101;1087524;213;20011109 11:16;;;116;PENGUINS HEAD RD;CULBURRA;2540;505.9;M;20010718;20010813;135000;A;V;VACANT LAND;;JM;;;7872462;
B;101;1088519;218;20011109 11:16;;;170;PRINCE EDWARD AVE;CULBURRA;2540;714.5;M;20010706;20010719;150000;A;R;RESIDENCE;;JM;;;7883515;
B;101;1088640;219;20011109 11:16;;;75;PRINCE EDWARD AVE;CULBURRA;2540;999.1;M;20010706;20010817;230000;A;R;RESIDENCE;;JM;;;7886620;
B;101;1097830;270;20011109 11:16;;;28;THE BOWERY;CULBURRA;2540;1129;M;20010718;20010822;505000;A;R;RESIDENCE;;JF;;;7886745;
B;101;1098086;272;20011109 11:16;;;49;THE LAKE CCT;CULBURRA;2540;467.9;M;20010503;20010614;51000;A;V;VACANT LAND;;JM;;;7821558;
B;101;1098097;273;20011109 11:16;;;71;THE LAKE CCT;CULBURRA;2540;398.4;M;20010706;20010820;173000;A;R;RESIDENCE;;JM;;;7881690;
B;101;1098898;280;20011109 11:16;;;13;THE STRAND;CULBURRA;2540;695.6;M;20010716;20010727;130000;A;R;RESIDENCE;;JM;;;7838236;
B;101;1098911;281;20011109 11:16;;;15;THE TRIANGLE;CULBURRA;2540;967.5;M;20010620;20010727;2300;A;R;RESIDENCE;;JM;;;7876706;
B;101;1103562;312;20011109 11:16;;;3;WHISTLER ST;CULBURRA;2540;556.4;M;20010713;20010727;119000;A;R;RESIDENCE;;JM;;;7829053;
B;101;2850059;346;20011109 11:16;;;2;THE LAKE CCT;CULBURRA;2540;746.2;M;20010326;20010504;250000;A;R;RESIDENCE;;JL;;;7606889;
B;101;1053232;1;20020102 13:28;;;102;ADDISON RD;CULBURRA;2540;739.8;M;20011017;20011121;173000;A;R;RESIDENCE;;JM;;;8153601;
B;101;1065131;68;20020102 13:28;;;12;EAST CRES;CULBURRA;2540;1574;M;20011105;20011210;48000;A;V;VACANT LAND;;JK;;;8216232;
B;101;1070053;85;20020102 13:28;;7;109;GREENBANK GR;CULBURRA;2540;;;20011015;20011121;112000;;R;RESIDENCE;7;;;;8161486;
B;101;1085684;155;20020102 13:28;;;15;ORIENT POINT RD;CULBURRA;2540;739.8;M;20011007;20011207;69000;A;V;VACANT LAND;;JM;;;8207371;
B;101;1087459;163;20020102 13:28;;17;210;PENGUINS HEAD RD;CULBURRA;2540;;;20011022;20011106;285000;;R;RESIDENCE;17;;;;8166880;
B;101;1087642;164;20020102 13:28;;;65;PENGUINS HEAD RD;CULBURRA;2540;436.3;M;20011112;20011130;143000;A;R;RESIDENCE;;JM;;;8203418;
B;101;1088667;169;20020102 13:28;;;131;PRINCE EDWARD AVE;CULBURRA;2540;809.4;M;20010927;20011130;144000;A;R;RESIDENCE;;JM;;;8177884;
B;101;1098197;218;20020102 13:28;;;120;THE LAKE CCT;CULBURRA;2540;1005;M;20011010;20011122;76000;A;V;VACANT LAND;;JL;;;8168594;
B;101;1098301;219;20020102 13:28;;;3;THE MALL;CULBURRA;2540;733.5;M;20011203;20011203;270000;A;R;RESIDENCE;;JJ;;;8194526;
B;101;1053948;7;20011109 10:02;;;15;ALLERTON AVE;CULBURRA;2540;1296;M;20010522;20010720;248000;A;R;RESIDENCE;;JM;;;7807998;
B;101;1053963;8;20011109 10:02;;;37;ALLERTON AVE;CULBURRA;2540;1201;M;20010523;20010704;135000;A;R;RESIDENCE;;JM;;;7758919;
B;101;1065105;92;20011109 10:02;;;19;EASTBOURNE AVE;CULBURRA;2540;600.7;M;20010329;20010702;205000;A;R;RESIDENCE;;JM;;;7779530;
B;101;1065242;93;20011109 10:02;;;2;EASTWOOD AVE;CULBURRA;2540;;;20010528;20010709;150000;A;R;RESIDENCE;;JM;;;7760822;
B;101;1067115;104;20011109 10:02;;;42;FAIRLANDS ST;CULBURRA;2540;986.4;M;20010528;20010629;135000;A;R;RESIDENCE;;JL;;;7770901;
B;101;1074865;153;20011109 10:02;;;2;JOPEJIJA CRES;CULBURRA;2540;874.3;M;20010606;20010627;195000;A;R;RESIDENCE;;JL;;;7732287;
B;101;1086868;225;20011109 10:02;;;26;PARK ROW;CULBURRA;2540;708.2;M;20010515;20010615;152500;A;R;RESIDENCE;;JM;;;7796745;
B;101;1088511;235;20011109 10:02;;3;182;PRINCE EDWARD AVE;CULBURRA;2540;;;20010523;20010706;75000;;R;RESIDENCE;3;;;;7767835;
B;101;1094776;275;20011109 10:02;;;45;SILVERMERE ST;CULBURRA;2540;1201;M;20000627;20001201;85000;A;R;RESIDENCE;;JN;;;7776179;
B;101;1097839;296;20011109 10:02;;;7;THE BOWERY;CULBURRA;2540;910.5;M;20010608;20010713;175000;A;R;RESIDENCE;;JM;;;7776228;
B;101;1098305;300;20011109 10:02;;;3;THE MARINA;CULBURRA;2540;;;20010519;20010622;480000;A;V;VACANT LAND;;JF;;;7736276;
B;101;1103561;331;20011109 10:02;;;5;WHISTLER ST;CULBURRA;2540;556.4;M;20010524;20010627;160000;A;R;RESIDENCE;;JM;;;7772096;
B;101;1053277;1;20010720 09:34;;;12;ADDISON RD;CULBURRA;2540;1378;M;20010301;20010417;105000;A;R;;;JH;;;7724916;
B;101;1053277;2;20010720 09:34;;;12;ADDISON RD;CULBURRA;2540;1378;M;20010301;20010417;105000;A;R;;;JH;;;7724917;
B;101;1053957;6;20010720 09:34;;;;ALLERTON AVE;CULBURRA;2540;258.6;M;20010316;20010420;160000;A;3;Other;;SB;;;7660655;
B;101;1058288;30;20010720 09:35;;;31;BROADVIEW AVE;CULBURRA;2540;;;20010420;20010605;125000;A;R;;;JL;;;7667109;
B;101;1059991;50;20010720 09:35;;;22;CARLTON CRES;CULBURRA;2540;638.6;M;20010605;20010605;0;A;R;;;JL;;;7693207;
B;101;1065148;99;20010720 09:35;;;44;EAST CRES;CULBURRA;2540;847.3;M;20010504;20010601;215000;A;R;;;JN;;;7704003;
B;101;1067498;118;20010720 09:35;;;14;FERN WAY;CULBURRA;2540;695.6;M;20010402;20010608;56000;A;V;;;JM;;;7684893;
B;101;1069234;136;20010720 09:35;;;10;GLENHOLME WAY;CULBURRA;2540;965.7;M;20010412;20010521;130000;A;V;;;JM;;;7695280;
B;101;1087532;239;20010720 09:35;;;100;PENGUINS HEAD RD;CULBURRA;2540;486.9;M;20010514;20010618;115000;A;R;;;JM;;;7722724;
B;101;1087554;240;20010720 09:35;;;56;PENGUINS HEAD RD;CULBURRA;2540;594.4;M;20010406;20010518;169000;A;R;;;JM;;;7700003;
B;101;1094790;292;20010720 09:35;;;19;SILVERMERE ST;CULBURRA;2540;1005;M;20010620;20010620;0;A;R;;;JL;;;7714285;
B;101;1098227;308;20010720 09:35;;;178;THE LAKE CCT;CULBURRA;2540;818.2;M;20010320;20010424;175000;A;R;;;JL;;;7672952;
B;101;1098338;310;20010720 09:35;;;71;THE MARINA;CULBURRA;2540;600.7;M;20010508;20010608;260000;A;R;;;JF;;;7679015;
B;101;1098362;311;20010720 09:35;;;117;THE MARINA;CULBURRA;2540;645;M;20010606;20010606;350000;A;R;;;JF;;;7674301;
B;101;1098917;317;20010720 09:35;;;9;THE TRIANGLE;CULBURRA;2540;733.5;M;20010405;20010517;63000;A;V;;;JM;;;7689534;
B;101;1098917;318;20010720 09:35;;;9;THE TRIANGLE;CULBURRA;2540;733.5;M;20010604;20010604;1;A;V;;;JM;;;7689535;
B;101;1053934;7;20010822 13:22;;;30;ALLERTON AVE;CULBURRA;2540;1107;M;20010514;20010514;0;A;R;;;JM;;;7629287;
B;101;1053938;8;20010822 13:22;;;22;ALLERTON AVE;CULBURRA;2540;1113;M;20010201;20010418;155000;A;V;;;JM;;;7593192;
B;101;1053955;9;20010822 13:22;;;;ALLERTON AVE;CULBURRA;2540;197.8;M;20010410;20010518;149000;A;R;;;SB;;;7640920;
B;101;1057970;52;20010822 13:22;;;2;BRIGHTON PDE;CULBURRA;2540;784.1;M;20010329;20010508;120000;A;R;;;JM;;;7647543;
B;101;1058299;56;20010822 13:22;;;53;BROADVIEW AVE;CULBURRA;2540;714.5;M;20010223;20010405;175000;A;R;;;JL;;;7599196;
B;101;1059996;76;20010822 13:22;;;32;CARLTON CRES;CULBURRA;2540;638.6;M;20010305;20010409;95500;A;R;;;JL;;;7578952;
B;101;1060043;77;20010822 13:22;;;31;CARLTON CRES;CULBURRA;2540;809.4;M;20000814;20000814;52000;A;3;NULL;;JL;;;7571923;
B;101;1070053;201;20010822 13:22;;8;109;GREENBANK GR;CULBURRA;2540;;;20010302;20010427;112000;;R;;8;;;;7607131;
B;101;1073194;222;20010822 13:22;;;31;INGLE RING;CULBURRA;2540;784.1;M;20010403;20010508;115000;A;R;;;JL;;;7617677;
B;101;1074879;233;20010822 13:22;;;17;JOPEJIJA CRES;CULBURRA;2540;1201;M;20010412;20010412;0;A;R;;;JL;;;7641129;
B;101;1085686;350;20010822 13:22;;;11;ORIENT POINT RD;CULBURRA;2540;739.8;M;20010321;20010412;139000;A;R;;;JM;;;7585358;
B;101;1086875;366;20010822 13:22;;;40;PARK ROW;CULBURRA;2540;853.6;M;20010517;20010517;0;A;3;NULL;;JM;;;7644768;
B;101;1086890;367;20010822 13:22;;;70;PARK ROW;CULBURRA;2540;967.5;M;20010329;20010517;120000;A;R;;;JM;;;7642444;
B;101;1087550;373;20010822 13:22;;;64;PENGUINS HEAD RD;CULBURRA;2540;607;M;20010423;20010517;60000;A;R;;;JM;;;7639517;
B;101;1088675;377;20010822 13:22;;;147;PRINCE EDWARD AVE;CULBURRA;2540;809.4;M;20010406;20010511;110000;A;R;;;JM;;;7619011;
B;101;1091150;399;20010822 13:22;;3;3;REGMOORE CL;CULBURRA;2540;;;20010404;20010503;200000;;3;UNITS ;3;;;;7646229;
B;101;1091150;400;20010822 13:22;;4;3;REGMOORE CL;CULBURRA;2540;;;20010404;20010503;200000;;3;UNITS ;4;;;;7646229;
