B;274;3842976;10;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;1314;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842977;11;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;14.27;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842978;12;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;17.9;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842979;13;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;24.1;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842980;14;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;1.344;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842981;15;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3259;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842982;16;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;396.1;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842983;17;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;763.3;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842984;18;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;565.4;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842985;19;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;4.463;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842986;20;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;1043;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842987;21;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;63.2;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842988;22;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;639.3;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842989;23;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;246.7;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842990;24;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;642.1;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842991;25;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3.38;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842992;26;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;2.611;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842993;27;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3713;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842994;28;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;2435;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842995;29;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;7.063;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842996;30;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;115.4;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842997;31;20190325 01:07;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3.233;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;4063283;4;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;239.3;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842976;22;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;1314;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842977;23;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;14.27;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842978;24;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;17.9;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842979;25;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;24.1;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842980;26;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;1.344;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842981;27;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3259;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842982;28;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;396.1;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842983;29;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;763.3;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842984;30;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;565.4;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842985;31;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;4.463;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842986;32;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;1043;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842987;33;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;63.2;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842988;34;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;639.3;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842989;35;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;246.7;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842990;36;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;642.1;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842991;37;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3.38;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842992;38;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;2.611;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842993;39;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3713;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842994;40;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;2435;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842995;41;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;7.063;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842996;42;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;115.4;M;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
B;274;3842997;43;20190819 01:10;;;;SNOWY MOUNTAINS HWY;YARRANGOBILLY;2720;3.233;H;20180615;20180615;34250;;V;VACANT LAND;;;;0;AN449662;
