B;239;2636789;6;20060816 01:19;;;;'TILTERWEIRA STATION';WANGARING;2840;6511;H;20020322;20020731;550000;R;3;FARM;;PB;RG;0;8844731;
B;902;3263927;43;20060816 01:22;;;;'TILTERWEIRA STATION';WANGARING;2840;;;20020322;20020731;550000;;3;FARM;;;;0;8844731;
