B;130;1290466;34;20030701 14:23;;;;'FOXLEIGH';BOURNEWOOD VIA YEOVAL;2868;213.9;H;20030428;20030530;506360;R;3;FARM;;MA;;0;9684112;
B;130;1291328;16;20031117 13:53;;;PART;'FOXLEIGH';BOURNEWOOD VIA YEOVAL;2868;60;H;20030428;20030530;75000;R;3;FARM;;HH;;0;9684097;
