B;211;2931791;242;20021217 14:55;;1.03;200;WILLIAM ST;WOOLOOMOOLOO;2011;;;20021018;20021122;520000;;R;RESIDENCE;44;;;;9170460;
B;211;2931791;244;20021217 14:55;;1.03;200;WILLIAM ST;WOOLOOMOOLOO;2011;;;20021018;20021122;520000;;R;RESIDENCE;8;;;;9170460;
B;211;2931791;191;20021204 09:45;;2.03;200;WILLIAM STREET;WOOLOOMOOLOO;2011;;;20020924;20021031;400000;;R;RESIDENCE;15;;;;9116650;
