B;902;3266386;1;20090720 01:48;;;;'PINDERA DOWNS & CLIFTON DOWNS;VIA TIBOORBURRA;2880;51292;H;20090107;20090220;1066869;;3;FARM;;;;0;AE698594;
B;902;3263943;2;20090720 01:48;;;;'PINDERA DOWNS & CLIFTON DOWNS;VIA TIBOORBURRA;2880;61241;H;20090107;20090220;1066869;;3;FARM;;;;0;AE698594;
