B;708;3489978;82;20100118 02:42;;;107&39/2;COULSON STREET;ERSLINEVILLE;2043;;;20091103;20091204;610000;;R;RESIDENCE;39;;;0;AF211447;
B;708;3489978;91;20100118 02:42;;;107&39/2;COULSON STREET;ERSLINEVILLE;2043;;;20091103;20091204;610000;;R;RESIDENCE;107;;;0;AF211447;
