B;042;2981776;40;20030516 10:19;;;LOT37;PRIDE OF OAK RD;PRIDE OF OAK;2795;;;20021104;20030507;62000;;V;VACANT LAND;;;;;9590432;
B;042;2981780;41;20030516 10:19;;;LOT41;PRIDE OF OAK RD;PRIDE OF OAK;2804;;;20030221;20030507;65000;;R;RESIDENCE;;;;;9587011;
