B;114;1236822;14;20120521 01:37;;;21 R;NANTILLA RD;BARBIGAL;2830;116.8;H;20120214;20120424;700000;RU1;3;RURAL PROPERTY;;RER;;0;AG968932;
B;114;1236799;21;20130211 01:36;;;4 L;LESSLIES RD;BARBIGAL;2830;7.59;H;20121211;20130125;205000;RU1;3;HOBBY FARM;;RER;;0;AH528732;
