B;138;1404253;4;20151116 01:17;;;17;BIARA AVE;CLEMTON PARK;2206;663.9;M;20150908;20151102;1302500;R3;R;RESIDENCE;;XKK;;0;AJ965460;
B;138;1399855;12;20151116 01:17;;;15;ALFRED ST;CLEMTON PARK;2206;663.9;M;20150918;20151030;1435000;R3;R;RESIDENCE;;XKK;;0;AJ966891;
B;138;1423642;14;20170717 01:06;;;10;JARRETT ST;CLEMTON PARK;2206;543.7;M;20170520;20170703;1395000;R3;R;RESIDENCE;;XKK;;0;AM556351;
B;138;1443057;37;20161017 01:05;;;8;TURTON AVE;CLEMTON PARK;2206;499.5;M;20160727;20160921;1220000;R3;R;RESIDENCE;;XKK;;0;AK808059;
B;138;1441741;28;20160418 01:16;;;8;TASKER AVE;CLEMTON PARK;2206;493.2;M;20160401;20160401;600000;R3;R;RESIDENCE;;XKK;;0;AK350116;
B;138;4079404;5;20171218 01:15;;;22 B;FERRIER PDE;CLEMTON PARK;2206;325.7;M;20170830;20171208;1530000;R3;R;RESIDENCE;;XKK;;0;AM964372;
B;138;1443054;28;20180219 01:13;;;14;TURTON AVE;CLEMTON PARK;2206;499.5;M;20171111;20180131;1420000;R3;R;RESIDENCE;;XKK;;0;AN97125;
B;138;1436525;31;20151221 01:16;;;13;REID AVE;CLEMTON PARK;2206;758.8;M;20151030;20151211;1005000;R3;R;RESIDENCE;;XKK;;0;AK74743;
B;138;1427585;21;20160222 01:14;;;29;LINEY AVE;CLEMTON PARK;2206;398.4;M;20151113;20160210;1110000;R3;R;RESIDENCE;;XKK;;0;AK223312;
B;138;1416198;10;20161024 01:05;;;12;FERRIER PDE;CLEMTON PARK;2206;607;M;20160829;20161012;1755000;R3;R;RESIDENCE;;XKK;;0;AK847286;
B;138;1436519;38;20160125 01:20;;;1;REID AVE;CLEMTON PARK;2206;556.4;M;20151010;20151224;901000;R3;R;RESIDENCE;;XKK;;0;AK129355;
B;138;1423636;77;20180226 01:17;;;22;JARRETT ST;CLEMTON PARK;2206;556.4;M;20171216;20180205;1211500;R3;R;RESIDENCE;;XKK;;0;AN139478;
B;138;1441761;33;20170626 01:06;;;45;TASKER AVE;CLEMTON PARK;2206;499.5;M;20170520;20170619;1270000;R3;R;RESIDENCE;;XKK;;0;AM501694;
B;138;1399866;18;20151228 01:20;;25;29;ALFRED ST;CLEMTON PARK;2206;;;20151031;20151214;814000;;R;RESIDENCE;25;;;0;AK81425;
B;138;1424027;22;20170731 01:06;;;1;JULIE AVE;CLEMTON PARK;2206;455.3;M;20170412;20170613;1630000;R3;R;RESIDENCE;;XKK;;0;AM579661;
B;138;1443060;53;20170731 01:06;;;2;TURTON AVE;CLEMTON PARK;2206;474.2;M;20170407;20170714;1300000;R3;R;RESIDENCE;;XKK;;0;AM575982;
B;258;1421824;89;20210201 01:03;;;12;HILLSIDE AVE;CLEMTON PARK;2206;524.8;M;20201201;20210122;1200000;R3;R;RESIDENCE;;XKK;;0;AQ745263;
B;258;1409262;71;20240401 01:10;;;33;CHISHOLM AVE;CLEMTON PARK;2206;474.2;M;20240210;20240325;1750000;R3;R;RESIDENCE;;XKK;;0;AT930677;
B;258;1399866;91;20250602 01:20;;10;29;ALFRED ST;CLEMTON PARK;2206;;;20250412;20250527;1335000;;R;RESIDENCE;10;;;0;AV96843;
B;258;1423613;68;20210802 01:05;;;27;JARRETT ST;CLEMTON PARK;2206;537.4;M;20210501;20210726;1725000;R3;R;RESIDENCE;;XKK;;0;AR275971;
B;258;1441780;95;20231002 01:06;;;7;TASKER AVE;CLEMTON PARK;2206;493.2;M;20230811;20230922;1650000;R3;R;RESIDENCE;;XKK;;0;AT462620;
B;258;1443001;101;20231002 01:06;;;7;TURTON AVE;CLEMTON PARK;2206;461.6;M;20230902;20230925;1605000;R3;R;RESIDENCE;;XKK;;0;AT466270;
B;258;1426589;75;20200203 01:03;;;31;LAWN AVE;CLEMTON PARK;2206;550.1;M;20191214;20200128;1425000;R3;R;RESIDENCE;;XKK;;0;AP863320;
B;258;1426598;76;20200203 01:03;;;15;LAWN AVE;CLEMTON PARK;2206;492.84;M;20191130;20200124;1410000;R3;R;RESIDENCE;;XKK;;0;AP858451;
B;258;1409258;83;20250203 01:04;;;41;CHISHOLM AVE;CLEMTON PARK;2206;474.2;M;20241112;20250124;1700000;R3;R;RESIDENCE;;XKK;;0;AU777668;
B;258;1443055;68;20230403 01:07;;;12;TURTON AVE;CLEMTON PARK;2206;499.5;M;20230218;20230327;1785000;R3;R;RESIDENCE;;XKK;;0;AS958778;
B;258;1409261;96;20210503 01:02;;;35;CHISHOLM AVE;CLEMTON PARK;2206;474.2;M;20210326;20210426;330000;R3;R;RESIDENCE;;XKK;;0;AQ992683;
B;258;1427585;61;20230703 01:13;;;29;LINEY AVE;CLEMTON PARK;2206;398.4;M;20230524;20230628;1500000;R3;R;RESIDENCE;;XKK;;0;AT215977;
B;258;1443051;87;20220404 04:48;;;20;TURTON AVE;CLEMTON PARK;2206;499.5;M;20220212;20220328;2530000;R3;R;RESIDENCE;;XKK;;0;AR996509;
B;258;1409277;67;20200504 01:06;;;3;CHISHOLM AVE;CLEMTON PARK;2206;486.9;M;20200215;20200427;1555000;R3;R;RESIDENCE;;XKK;;0;AQ61763;
B;258;1416208;82;20180604 01:18;;;33;FERRIER PDE;CLEMTON PARK;2206;518.5;M;20180407;20180521;1220000;R3;R;RESIDENCE;;XKK;;0;AN380521;
B;258;1409253;85;20230605 01:12;;;51;CHISHOLM AVE;CLEMTON PARK;2206;499.5;M;20230227;20230526;1710000;R3;R;RESIDENCE;;XKK;;0;AT122976;
B;258;1409227;95;20210705 01:05;;;32;CHISHOLM AVE;CLEMTON PARK;2206;543.8;M;20210518;20210630;1755000;R3;R;RESIDENCE;;XKK;;0;AR197833;
B;258;1441748;100;20210705 01:05;;;22;TASKER AVE;CLEMTON PARK;2206;486.9;M;20210515;20210628;1617000;R3;R;RESIDENCE;;XKK;;0;AR185408;
B;258;1443034;92;20220905 01:49;;;54;TURTON AVE;CLEMTON PARK;2206;505.9;M;20220716;20220829;1471000;R3;R;RESIDENCE;;XKK;;0;AS427561;
B;258;1427598;58;20201005 01:03;;;3;LINEY AVE;CLEMTON PARK;2206;448.9;M;20200825;20201001;1272500;R3;R;RESIDENCE;;XKK;;0;AQ439652;
B;258;1436528;96;20230206 01:08;;;17;REID AVE;CLEMTON PARK;2206;594.4;M;20221203;20230131;1380000;R3;R;RESIDENCE;;XKK;;0;AS826231;
B;258;1443019;85;20200406 01:03;;;43;TURTON AVE;CLEMTON PARK;2206;499.5;M;20200208;20200330;1365000;R3;R;RESIDENCE;;XKK;;0;AP999188;
B;258;1399903;69;20180806 01:17;;;39;ALFRED ST;CLEMTON PARK;2206;518.5;M;20180604;20180716;1250000;R3;R;RESIDENCE;;XKK;;0;AN536776;
B;258;1436526;6;20210906 02:00;;;15 A;REID AVE;CLEMTON PARK;2206;377.6;M;20210717;20210901;1150000;R3;R;RESIDENCE;;XKK;;0;AR387688;
B;258;1409238;116;20251006 01:08;;;54;CHISHOLM AVE;CLEMTON PARK;2206;493.2;M;20250821;20251002;2000000;R3;R;RESIDENCE;;XKK;;;AV476071;
B;258;1423610;81;20250707 01:10;;;21;JARRETT ST;CLEMTON PARK;2206;480.5;M;20250405;20250630;1920000;R3;R;RESIDENCE;;XKK;;;AV198371;
B;258;1409243;63;20200907 01:03;;;62 A;CHISHOLM AVE;CLEMTON PARK;2206;246.5;M;20200828;20200903;10250;R3;R;RESIDENCE;;XKK;;0;AQ365408;
B;258;1409224;57;20221107 01:18;;;26;CHISHOLM AVE;CLEMTON PARK;2206;474.2;M;20220917;20221031;1600000;R3;R;RESIDENCE;;XKK;;0;AS592430;
B;258;1427587;63;20210208 01:02;;;25;LINEY AVE;CLEMTON PARK;2206;404.7;M;20201223;20210203;1191000;R3;R;RESIDENCE;;XKK;;0;AQ774150;
B;258;1441764;50;20200608 01:02;;;39;TASKER AVE;CLEMTON PARK;2206;505.9;M;20200418;20200601;1050000;R3;R;RESIDENCE;;XKK;;0;AQ142349;
B;258;1404097;70;20250908 01:08;;;93;BEXLEY RD;CLEMTON PARK;2206;644.9;M;20250722;20250902;1620000;R3;R;RESIDENCE;;XKK;;;AV385498;
B;258;1441771;99;20250908 01:08;;;25;TASKER AVE;CLEMTON PARK;2206;638.6;M;20250521;20250829;1800000;R3;R;RESIDENCE;;XKK;;;AV378152;
B;258;1404269;39;20181008 01:17;;;16;BIARA AVE;CLEMTON PARK;2206;569;M;20180928;20180928;950000;R3;R;RESIDENCE;;XKK;;0;AN747813;
B;258;1443014;92;20201109 01:03;;;33;TURTON AVE;CLEMTON PARK;2206;474.2;M;20200815;20201105;1200000;R3;R;RESIDENCE;;XKK;;0;AQ530915;
B;258;1443028;104;20241209 01:07;;;61;TURTON AVE;CLEMTON PARK;2206;499.5;M;20241023;20241204;1705000;R3;R;RESIDENCE;;XKK;;0;AU643346;
B;258;1399851;68;20250210 01:03;;;9;ALFRED ST;CLEMTON PARK;2206;411;M;20241220;20250131;1340000;R3;R;RESIDENCE;;XKK;;0;AU797442;
B;258;1443047;97;20230410 01:16;;;28;TURTON AVE;CLEMTON PARK;2206;493.2;M;20230309;20230405;725000;R3;R;RESIDENCE;;XKK;;0;AS985663;
B;258;1423610;623;20250811 01:19;;;21;JARRETT ST;CLEMTON PARK;2206;480.5;M;20250405;20250630;1920000;R3;R;RESIDENCE;;XKK;AC;;AV198371;
B;258;1423618;73;20241111 01:07;;;39;JARRETT ST;CLEMTON PARK;2206;493.2;M;20240921;20241104;1870000;R3;R;RESIDENCE;;XKK;;0;AU555668;
B;258;1424033;77;20241111 01:07;;;7;JULIE AVE;CLEMTON PARK;2206;448.9;M;20240810;20241105;1900000;R3;R;RESIDENCE;;XKK;;0;AU557434;
B;258;1416219;78;20241111 01:07;;;9;FERRIER PDE;CLEMTON PARK;2206;638.6;M;20240803;20241101;2230000;R3;R;RESIDENCE;;XKK;;0;AU550796;
B;258;4079403;46;20231211 01:08;;;22 A;FERRIER PDE;CLEMTON PARK;2206;324.7;M;20230804;20231204;1750000;R3;R;RESIDENCE;;XKK;;0;AT660100;
B;258;1427607;140;20180312 01:21;;;16;LINEY AVE;CLEMTON PARK;2206;436.3;M;20180209;20180216;575000;R3;R;RESIDENCE;;XKK;;0;AN163168;
B;258;1421820;142;20180312 01:21;;;4;HILLSIDE AVE;CLEMTON PARK;2206;524.8;M;20171209;20180124;1300000;R3;R;RESIDENCE;;XKK;;0;AN174866;
B;258;1399866;98;20240513 01:07;;7;29;ALFRED ST;CLEMTON PARK;2206;;;20240221;20240508;1300000;;R;RESIDENCE;7;;;0;AU50419;
B;258;4180690;87;20210913 02:23;;;17 A;BIARA AVE;CLEMTON PARK;2206;331.5;M;20210723;20210903;1750000;R3;R;RESIDENCE;;XKK;;0;AR395824;
B;258;1427585;53;20220314 04:48;;;29;LINEY AVE;CLEMTON PARK;2206;398.4;M;20211112;20220304;1100000;R3;R;RESIDENCE;;XKK;;0;AR934124;
B;258;1441744;99;20210614 01:06;;;14;TASKER AVE;CLEMTON PARK;2206;490.4;M;20210424;20210607;1552000;R3;R;RESIDENCE;;XKK;;0;AR120094;
B;258;1441761;77;20201214 01:03;;;45;TASKER AVE;CLEMTON PARK;2206;499.5;M;20201023;20201204;1225000;R3;R;RESIDENCE;;XKK;;0;AQ619158;
B;258;1423621;47;20230515 01:10;;;47;JARRETT ST;CLEMTON PARK;2206;429.9;M;20230322;20230510;1540000;R3;R;RESIDENCE;;XKK;;0;AT74936;
B;258;1443009;100;20220516 01:18;;;23;TURTON AVE;CLEMTON PARK;2206;461.6;M;20220402;20220510;1430000;R3;R;RESIDENCE;;XKK;;0;AS115167;
B;258;1423600;71;20210816 01:04;;;1;JARRETT ST;CLEMTON PARK;2206;872.5;M;20210630;20210811;2000000;R3;R;RESIDENCE;;XKK;;0;AR323700;
B;258;1423601;72;20210816 01:04;;;3;JARRETT ST;CLEMTON PARK;2206;840.9;M;20210630;20210811;2000000;R3;R;RESIDENCE;;XKK;;0;AR323953;
B;258;1443017;106;20210816 01:04;;;39;TURTON AVE;CLEMTON PARK;2206;461.6;M;20210626;20210809;1620000;R3;R;RESIDENCE;;XKK;;0;AR314951;
B;258;1409238;18;20220117 02:52;;;54;CHISHOLM AVE;CLEMTON PARK;2206;493.2;M;20211130;20220111;1765000;R3;R;RESIDENCE;;XKK;;0;AR787541;
B;258;1427608;44;20230417 01:18;;;18;LINEY AVE;CLEMTON PARK;2206;429.9;M;20230302;20230413;1395000;R3;R;RESIDENCE;;XKK;;0;AT4713;
B;258;1416206;86;20240617 01:07;;;37;FERRIER PDE;CLEMTON PARK;2206;518.5;M;20240427;20240607;1786000;R3;R;RESIDENCE;;XKK;;0;AU137319;
B;258;4278480;74;20200817 01:02;;;1;ALFRED ST;CLEMTON PARK;2206;1779;M;20200729;20200807;1483333;R4;R;RESIDENCE;;AHH;;0;AQ300980;
B;258;1399861;305;20240318 01:06;;;23;ALFRED ST;CLEMTON PARK;2206;701.9;M;20240219;20240312;2100000;R3;R;RESIDENCE;;XKK;;0;AT896757;
B;258;1441763;74;20230918 01:06;;;41;TASKER AVE;CLEMTON PARK;2206;499.5;M;20230730;20230912;1560000;R3;R;RESIDENCE;;XKK;;0;AT432999;
B;258;1399866;84;20250519 01:21;;12;29;ALFRED ST;CLEMTON PARK;2206;;;20240928;20250509;1050000;;R;RESIDENCE;12;;;0;AV47586;
B;258;1424030;78;20240819 01:08;;;4;JULIE AVE;CLEMTON PARK;2206;455.3;M;20240629;20240812;1623000;R3;R;RESIDENCE;;XKK;;0;AU322225;
B;258;1427592;81;20181119 01:23;;;15;LINEY AVE;CLEMTON PARK;2206;429.9;M;20180920;20181102;1050000;R3;R;RESIDENCE;;XKK;;0;AN842749;
B;258;1425569;56;20200120 01:02;;;82;KINGSGROVE RD;CLEMTON PARK;2206;486.9;M;20191107;20200113;1065000;R3;R;RESIDENCE;;XKK;;0;AP823636;
B;258;1409231;39;20200420 01:02;;;40;CHISHOLM AVE;CLEMTON PARK;2206;505.9;M;20200307;20200415;1296000;R3;R;RESIDENCE;;XKK;;0;AQ35351;
B;258;1443042;54;20200720 01:03;;;38;TURTON AVE;CLEMTON PARK;2206;505.9;M;20200520;20200715;1266000;R3;R;RESIDENCE;;XKK;;0;AQ246397;
B;258;1409235;87;20211220 02:41;;;48;CHISHOLM AVE;CLEMTON PARK;2206;499.5;M;20211026;20211216;1800000;R3;R;RESIDENCE;;XKK;;0;AR733653;
B;258;1443049;88;20230522 01:12;;;24;TURTON AVE;CLEMTON PARK;2206;493.2;M;20230401;20230515;1482000;R3;R;RESIDENCE;;XKK;;0;AT85433;
B;258;1404097;129;20250922 01:09;;;93;BEXLEY RD;CLEMTON PARK;2206;644.9;M;20250722;20250902;1620000;R3;R;RESIDENCE;;XKK;;;AV385498;
B;258;1441771;177;20250922 01:09;;;25;TASKER AVE;CLEMTON PARK;2206;638.6;M;20250521;20250829;1800000;R3;R;RESIDENCE;;XKK;;;AV378152;
B;258;1441778;178;20250922 01:09;;;11;TASKER AVE;CLEMTON PARK;2206;497.93;M;20250723;20250912;1875000;R3;R;RESIDENCE;;XKK;;;AV419355;
B;258;4389816;74;20211122 02:06;;;13 B;REID AVE;CLEMTON PARK;2206;424.8;M;20210817;20211112;1500000;R3;R;RESIDENCE;;XKK;;0;AR610712;
B;258;4389817;76;20211122 02:06;;;13 A;REID AVE;CLEMTON PARK;2206;342.3;M;20210619;20211112;1475000;R3;R;RESIDENCE;;XKK;;0;AR610836;
B;258;1423611;42;20230123 01:08;;;23;JARRETT ST;CLEMTON PARK;2206;480.5;M;20221117;20230119;1485000;R3;R;RESIDENCE;;XKK;;0;AS797396;
B;258;1399902;129;20241223 01:10;;;37;ALFRED ST;CLEMTON PARK;2206;474.2;M;20241019;20241216;1535000;R3;R;RESIDENCE;;XKK;;0;AU683526;
B;258;1409245;36;20220124 07:22;;;66;CHISHOLM AVE;CLEMTON PARK;2206;467.9;M;20211028;20220120;1810000;R3;R;RESIDENCE;;XKK;;0;AR817053;
B;258;1423637;61;20210524 01:02;;;20;JARRETT ST;CLEMTON PARK;2206;575.4;M;20210320;20210517;1652000;R3;R;RESIDENCE;;XKK;;0;AR53715;
B;258;1443040;66;20180924 01:18;;;42;TURTON AVE;CLEMTON PARK;2206;505.9;M;20180531;20180910;2150000;R3;R;RESIDENCE;;XKK;;0;AN709001;
B;258;1399906;3;20211025 01:41;;;45;ALFRED ST;CLEMTON PARK;2206;486.9;M;20210906;20211018;1550000;R3;R;RESIDENCE;;XKK;;0;AR530849;
B;258;1416205;84;20241125 01:06;;;26;FERRIER PDE;CLEMTON PARK;2206;663.9;M;20241010;20241121;2110000;R3;R;RESIDENCE;;XKK;;0;AU604885;
B;258;1399904;74;20210426 01:05;;;41;ALFRED ST;CLEMTON PARK;2206;518.5;M;20210306;20210419;1410000;R3;R;RESIDENCE;;XKK;;0;AQ971376;
B;258;1399908;86;20250526 01:18;;;49;ALFRED ST;CLEMTON PARK;2206;524.8;M;20250222;20250515;1650000;R3;R;RESIDENCE;;XKK;;0;AV63770;
B;258;1404097;89;20210726 01:05;;;93;BEXLEY RD;CLEMTON PARK;2206;644.9;M;20210524;20210719;1730000;R3;R;RESIDENCE;;XKK;;0;AR253943;
B;258;4278480;99;20201026 01:08;;;1;ALFRED ST;CLEMTON PARK;2206;1779;M;20200730;20200807;1483333;R4;R;RESIDENCE;;AHH;;33;AQ362411;
B;258;4278480;100;20201026 01:08;;;1;ALFRED ST;CLEMTON PARK;2206;1779;M;20200730;20200807;1038333;R4;R;RESIDENCE;;AHH;;23;AQ362412;
B;258;1427605;95;20250127 01:03;;;12;LINEY AVE;CLEMTON PARK;2206;442.6;M;20241116;20250120;1702000;R3;R;RESIDENCE;;XKK;;0;AU762090;
B;258;1399906;36;20180827 01:19;;;45;ALFRED ST;CLEMTON PARK;2206;486.9;M;20180719;20180817;1100000;R3;R;RESIDENCE;;XKK;;0;AN592113;
B;258;1436527;56;20210927 02:32;;;15;REID AVE;CLEMTON PARK;2206;336.7;M;20210807;20210917;1170000;R3;R;RESIDENCE;;XKK;;0;AR439800;
B;258;1399866;89;20251027 01:10;;32;29;ALFRED ST;CLEMTON PARK;2206;;;20250907;20251020;1348000;;R;RESIDENCE;32;;;;AV526590;
B;258;3341557;132;20210628 01:05;;1;32;LINEY AVE;CLEMTON PARK;2206;;;20210512;20210623;1386000;;3;FACTORY;1;;;0;AR171302;
B;258;1441756;90;20240429 01:06;;;38;TASKER AVE;CLEMTON PARK;2206;518.5;M;20240222;20240424;1889000;R3;R;RESIDENCE;;XKK;;0;AU13544;
B;258;1443059;42;20200629 01:05;;;4;TURTON AVE;CLEMTON PARK;2206;499.5;M;20200525;20200624;1150000;R3;R;RESIDENCE;;XKK;;0;AQ196865;
B;258;1427608;48;20211129 01:58;;;18;LINEY AVE;CLEMTON PARK;2206;429.9;M;20210925;20211122;1300000;R3;R;RESIDENCE;;XKK;;0;AR637056;
B;258;1423623;75;20220530 01:15;;;51;JARRETT ST;CLEMTON PARK;2206;429.9;M;20220305;20220523;1650000;R3;R;RESIDENCE;;XKK;;0;AS152115;
B;258;1423621;87;20201130 01:03;;;47;JARRETT ST;CLEMTON PARK;2206;429.9;M;20200930;20201120;1200000;R3;R;RESIDENCE;;XKK;;0;AQ573566;
B;258;1441761;25;20220131 02:03;;;45;TASKER AVE;CLEMTON PARK;2206;499.5;M;20211203;20220121;1575000;R3;R;RESIDENCE;;XKK;;0;AR821592;
B;258;1409230;94;20210531 01:06;;;38;CHISHOLM AVE;CLEMTON PARK;2206;505.9;M;20210410;20210524;1462000;R3;R;RESIDENCE;;XKK;;0;AR76837;
B;258;1441765;99;20210531 01:06;;;37;TASKER AVE;CLEMTON PARK;2206;505.9;M;20210410;20210524;1475000;R3;R;RESIDENCE;;XKK;;0;AR75625;
B;138;1399866;15;20150302 01:17;;6;29;ALFRED ST;CLEMTON PARK;2206;;;20141220;20150206;715000;;R;RESIDENCE;6;;;0;AJ270427;
B;138;1409276;35;20150907 01:15;;;5;CHISHOLM AVE;CLEMTON PARK;2206;486.9;M;20150708;20150821;1090000;R3;R;RESIDENCE;;XKK;;0;AJ775241;
B;138;1416203;22;20150608 01:13;;;22;FERRIER PDE;CLEMTON PARK;2206;645;M;20150328;20150520;1460000;R3;R;RESIDENCE;;XKK;;0;AJ514934;
B;138;1409224;19;20150112 01:16;;;26;CHISHOLM AVE;CLEMTON PARK;2206;474.2;M;20141125;20141212;1020000;R3;R;RESIDENCE;;XKK;;0;AJ135961;
B;138;1443052;43;20150713 01:19;;;18;TURTON AVE;CLEMTON PARK;2206;499.5;M;20150620;20150625;595000;R3;V;VACANT LAND;;XKK;;0;AJ624961;
B;138;1404259;3;20150914 01:23;;;3;BIARA AVE;CLEMTON PARK;2206;626;M;20150601;20150824;1280000;R3;R;RESIDENCE;;XKK;;0;AJ789979;
B;138;1443004;208;20010719 11:49;;;13;TURTON AVE;CLEMTON PARK;2206;461.6;M;20010410;20010410;0;A;R;;;XK;;;7537097;
B;138;1443004;209;20010719 11:49;;;13;TURTON AVE;CLEMTON PARK;2206;461.6;M;20010410;20010410;0;A;R;;;XK;;;7537098;
B;138;1423622;153;20011109 10:52;;;49;JARRETT ST;CLEMTON PARK;2206;;;20010730;20010803;36000;A;R;RESIDENCE;;XK;;;7832884;
B;138;1423646;154;20011109 10:52;;;2;JARRETT ST;CLEMTON PARK;2206;;;20010623;20010807;395000;A;R;RESIDENCE;;XK;;;7848092;
B;138;1409225;45;20020102 12:46;;;28;CHISHOLM AVE;CLEMTON PARK;2206;474.2;M;20010922;20011116;457000;A;R;RESIDENCE;;XK;;;8172106;
B;138;1409277;46;20020102 12:46;;;3;CHISHOLM AVE;CLEMTON PARK;2206;486.9;M;20011024;20011205;425000;A;R;RESIDENCE;;XK;;;8187542;
B;138;1423623;134;20011109 08:56;;;51;JARRETT ST;CLEMTON PARK;2206;;;20010519;20010628;394000;A;R;RESIDENCE;;XK;;;7788083;
B;138;1427605;222;20010720 10:04;;;12;LINEY AVE;CLEMTON PARK;2206;442.6;M;20010428;20010608;426000;A;R;;;XK;;;7695055;
B;138;1427592;258;20010822 12:20;;;15;LINEY AVE;CLEMTON PARK;2206;;;20010323;20010504;405000;A;R;;;XK;;;7630715;
B;138;1427611;259;20010822 12:20;;;24;LINEY AVE;CLEMTON PARK;2206;423.7;M;20010418;20010418;0;A;3;NULL;;XK;;;7613942;
B;138;1443004;373;20010822 12:20;;;13;TURTON AVE;CLEMTON PARK;2206;461.6;M;20010302;20010418;360000;A;R;;;XK;;;7643494;
B;138;1443025;374;20010822 12:20;;;55;TURTON AVE;CLEMTON PARK;2206;499.5;M;20001222;20010207;335000;A;3;;;XK;AC;;7405726;
B;138;1427604;240;20011203 12:28;;;10;LINEY AVE;CLEMTON PARK;2206;;;20010816;20011011;425000;A;R;RESIDENCE;;XK;;;8043450;
B;138;1443037;344;20011203 12:28;;;48;TURTON AVE;CLEMTON PARK;2206;505.9;M;20010707;20011128;423000;A;R;RESIDENCE;;XK;;;8152320;
B;138;1399844;1;20011109 12:53;;;14;ALFRED ST;CLEMTON PARK;2206;;;20010731;20010822;335000;A;R;RESIDENCE;;XK;;;7983060;
B;138;1432950;144;20020902 14:43;;;7;OLIVE ST;CLEMTON PARK;2206;;;20020625;20020806;1325000;A;R;RESIDENCE;;AH;;;8874520;
B;138;1443030;91;20021217 14:40;;;65;TURTON AVE;CLEMTON PARK;2206;474.2;M;20020927;20021129;510000;A;R;RESIDENCE;;XK;;;9183591;
B;138;1443011;81;20030102 11:34;;;27;TURTON AVE;CLEMTON PARK;2206;474.2;M;20021027;20021209;505000;A;R;RESIDENCE;;XK;;;9219613;
B;138;1423635;167;20020301 13:06;;;24;JARRETT ST;CLEMTON PARK;2206;;;20011013;20020121;468000;A;R;RESIDENCE;;XK;;;8312106;
B;138;1424032;169;20020301 13:06;;;6;JULIE AVE;CLEMTON PARK;2206;461.6;M;20010616;20010730;380000;A;R;RESIDENCE;;XK;;;7863750;
B;138;1441748;243;20020201 11:35;;;22;TASKER AVE;CLEMTON PARK;2206;486.9;M;20010804;20010924;400000;A;R;RESIDENCE;;XK;;;8228416;
B;138;1443054;113;20020617 12:37;;;14;TURTON AVE;CLEMTON PARK;2206;499.5;M;20020323;20020520;555000;A;R;RESIDENCE;;XK;;;8659287;
B;138;1399863;2;20020702 08:38;;;25 A;ALFRED ST;CLEMTON PARK;2206;391.1;M;20020413;20020605;335000;A;R;RESIDENCE;;XK;;;8677488;
B;138;1426600;139;20020402 12:26;;;11;LAWN AVE;CLEMTON PARK;2206;;;20020108;20020306;432500;A;R;RESIDENCE;;XK;;;8446670;
B;138;1424028;167;20020603 10:21;;;2;JULIE AVE;CLEMTON PARK;2206;461.6;M;20011220;20020426;330000;A;R;RESIDENCE;;XK;;;8555767;
B;138;1426589;77;20021119 09:54;;;31;LAWN AVE;CLEMTON PARK;2206;550.1;M;20020801;20020912;570000;A;R;RESIDENCE;;XK;;;8985088;
B;138;1427592;79;20021119 09:54;;;15;LINEY AVE;CLEMTON PARK;2206;;;20020829;20021024;510000;A;R;RESIDENCE;;XK;;;9075461;
B;138;1423619;48;20021204 09:15;;;41;JARRETT ST;CLEMTON PARK;2206;;;20020830;20021025;550000;A;R;RESIDENCE;;XK;;;9136360;
B;138;1409252;32;20030501 12:44;;;53;CHISHOLM AVE;CLEMTON PARK;2206;499.5;M;20030224;20030414;575000;A;R;RESIDENCE;;XK;;;9540654;
B;138;1404253;13;20030818 09:58;;;17;BIARA ST;CLEMTON PARK;2206;663.9;M;20010927;20011126;468000;A;R;RESIDENCE;;XK;;0;8178322;
