B;018;2996353;78;20030801 12:07;;;LOT451;HASLINGDENS ROAD;DOUBLE CREEK;2550;;;20021220;20030707;200000;;V;VACANT LAND;;;;0;9787498;
B;018;2996354;79;20030801 12:07;;;LOT452;HASLINGDENS RD;DOUBLE CREEK;2550;;;20021220;20030707;200000;;V;VACANT LAND;;;;0;9787499;
