B;114;1237123;71;20040517 12:19;;;;'STRATHBEG';ARTHURVILLE VIA WELLINGTON;2820;570.1;H;20030813;20030930;650000;R;3;FARM;;MT;;0;AA333779;
B;114;1237123;38;20050418 10:31;;;LOT7;'STRATHBEG';ARTHURVILLE VIA WELLINGTON;2820;570.1;H;20050124;20050124;650000;R;3;FARM;;MT;;50;AB359165;
