B;028;2896463;41;20020502 11:45;;;;;EDGERTON;;;;20020117;20020404;136500;;3;FARMLAND;;;;;8523762;
B;028;2896462;47;20020603 09:47;;;;;EDGERTON;;;;20011107;20020412;350000;;R;RESIDENCE;;;;;8577046;
