B;144;1561838;26;20010727 14:28;;;43;ATTUNGA RD;EWEY BAY;2228;;;20010419;20010531;380000;A;R;;;YB;;;7671304;
B;144;1588191;;;;;6A;OFF GEORGE ST;EWEY BAY;2228;980.1;M;20000708;20000708;380000;A;R;RESIDENCE;;;;;
