B;268;4438887;42;20220815 01:16;;;3628;CURRICABARK RD;MERNOT;2422;541.8;H;20220408;20220520;1500000;;V;VACANT LAND;;;;0;AS146738;
B;268;4578287;33;20241028 01:07;;;;CURRICABARK RD;MERNOT;2422;127.7;H;20221221;20241015;575000;;3;FARM;;;;0;AU499733;
