B;152;1688910;2;20010719 11:47;;;;AQUAMARINE DR;BAYLDON;2452;555;M;20010317;20010404;134900;A;R;;;AR;;;7553960;
B;152;1690418;10;20010719 11:47;;;;CORDWELL GR;BAYLDON;2452;1689;M;20010221;20010321;135000;A;R;;;AP;;;7538032;
B;152;1690922;13;20010719 11:47;;;;DURIE CL;BAYLDON;2452;643.3;M;20010404;20010411;67500;A;R;;;AR;;;7556364;
B;152;1691873;27;20010719 11:47;;;10;GREAVES CL;BAYLDON;2452;722.6;M;20010307;20010406;148000;A;R;;;AV;;;7544102;
B;152;1692895;33;20010719 11:47;;;;LEWIS ST;BAYLDON;2452;594.7;M;20010215;20010315;74000;A;R;;;AR;;;7514688;
B;152;1695198;38;20010719 11:47;;;;SHELTON CL;BAYLDON;2452;666;M;20010307;20010404;118000;A;R;;;AR;;;7546484;
B;152;1695556;43;20010719 11:47;;;;SUNRISE DR;BAYLDON;2452;732.7;M;20010321;20010402;32500;A;V;;;AP;;;7538350;
B;152;1690039;6;20011109 10:48;;;;CARRYWELL CRES;BAYLDON;2452;705.9;M;20010606;20010704;110000;A;V;VACANT LAND;;AV;AC;;7819241;
B;152;1690739;14;20011109 10:48;;;5;DE CASTELLA DR;BAYLDON;2452;736.9;M;20010604;20010716;157000;A;R;RESIDENCE;;AP;AC;;7859809;
B;152;1692359;21;20011109 10:48;;;;JABIRU CT;BAYLDON;2452;324.7;M;20010709;20010813;124000;A;R;RESIDENCE;;AP;AC;;7894564;
B;152;1694217;32;20011109 10:48;;;;OSCAR RAMSAY DR;BAYLDON;2452;1152;M;20010618;20010713;188000;A;R;RESIDENCE;;AP;AC;;7817433;
B;152;1694579;34;20011109 10:48;;2;;PLAYFORD AVE;BAYLDON;2452;;;20010725;20010802;90000;;3;;2;;;;7837830;
B;152;2781210;147;20011109 10:49;;;;OSCAR RAMSAY DR;BAYLDON;2452;1752;M;20010529;20010713;27950;A;V;VACANT LAND;;AP;AV;;7861506;
B;152;1688916;5;20020102 12:48;;;;AQUAMARINE DR;BAYLDON;2452;543.7;M;20011107;20011126;145000;A;R;RESIDENCE;;AR;;;8196108;
B;152;1688918;6;20020102 12:48;;;;AQUAMARINE DR;BAYLDON;2452;428.4;M;20010124;20011127;130000;A;R;RESIDENCE;;CG;AC;;8180967;
