B;081;2854950;552;20011203 12:54;;;;;KELLYVILE;;;;20010518;20011026;155000;;V;VACANT LAND;;;;;8076149;
B;081;2854951;553;20011203 12:54;;;;;KELLYVILE;;;;20010612;20011015;155000;;V;VACANT LAND;;;;;8072169;
B;081;2854956;554;20011203 12:54;;;;;KELLYVILE;;;;20010521;20010925;158000;;V;VACANT LAND;;;;;8148862;
B;081;2854958;555;20011203 12:54;;;;;KELLYVILE;;;;20010511;20010924;160000;;V;VACANT LAND;;;;;8054351;
B;081;2854948;430;20020109 09:59;;;;;KELLYVILE;;;;20010510;20010919;155000;;V;VACANT LAND;;;;;7990266;
B;081;2854952;431;20020109 09:59;;;;;KELLYVILE;;;;20010713;20010928;155000;;V;VACANT LAND;;;;;8016601;
B;081;2854957;432;20020109 09:59;;;;;KELLYVILE;;;;20010514;20011003;165000;;R;RESIDENCE;;;;;8037626;
B;081;2854949;568;20011109 13:23;;;;;KELLYVILE;;;;20010518;20010921;155000;;V;VACANT LAND;;;;;7979157;
B;081;2854953;569;20011109 13:23;;;;;KELLYVILE;;;;20010531;20010919;155000;;V;VACANT LAND;;;;;7978135;
B;081;2854954;570;20011109 13:23;;;;;KELLYVILE;;;;20010525;20010919;155000;;R;RESIDENCE;;;;;7967158;
B;081;2854955;571;20011109 13:23;;;;;KELLYVILE;;;;20010530;20010919;155000;;V;VACANT LAND;;;;;7967184;
