B;074;563088;5;20010719 11:54;;;28;DUNVARLEIGH CRES;JONDARYAN;2680;759.5;M;20010314;20010402;233000;A;R;;;AB;;;7537217;
B;074;2774051;34;20010719 11:54;;;;GARDINER RD;JONDARYAN;2680;4028;M;20000711;20010302;105000;;V;;;;;;7465274;
B;074;569962;29;20011109 10:44;LOT 1 DP 818536;;2684;CENTOFANTI RD;JONDARYAN;2680;4021;M;20010612;20010810;200000;R;3;FARM;;RG;;;7877617;
B;074;568409;41;20011109 08:52;;;706;MCCORMACK RD;JONDARYAN;2680;1378;M;20010627;20010720;140000;Z;R;RESIDENCE;;VW;;;7803598;
B;074;569162;43;20011109 08:52;;;969;MIDDLE RD;JONDARYAN;2680;6.361;H;20010704;20010720;200000;R;3;FARM;;RG;;;7803336;
B;074;566779;17;20010720 09:23;;;17;WALLA AVE;JONDARYAN;2680;1024;M;20010531;20010608;60000;A;V;;;AB;;;7687213;
B;074;563076;16;20010822 13:12;;;19;DUNVARLEIGH CRES;JONDARYAN;2680;840;M;20001017;20010122;252000;A;3;;;AB;AC;;7370916;
B;074;568697;63;20010822 13:12;;;24;HANWOOD AVE;JONDARYAN;2680;40.03;H;20010116;20010501;240000;R;3;FARM ;;RC;;;7645470;
B;074;568722;64;20010822 13:12;;;61;MIDDLE RD;JONDARYAN;2680;38.41;H;19990127;19990127;160000;R;3;FARM;;RG;;20;6258545;
B;074;568722;65;20010822 13:12;;;61;MIDDLE RD;JONDARYAN;2680;38.41;H;19990127;19990127;160000;R;3;FARM;;RG;;20;6258546;
B;074;569178;66;20010822 13:12;;;985;MURRUMBIDGEE AVE;JONDARYAN;2680;13.27;H;20000920;20000920;0;R;3;;;RG;RH;;7361533;
B;074;569184;67;20010822 13:12;;;990;BRACE RD;JONDARYAN;2680;8498;M;20010110;20010110;0;R;3;;;RH;RR;;7368034;
B;074;561918;1;20011203 12:23;;;4;BENNETT CT;JONDARYAN;2680;458.2;M;20010118;20010216;153000;A;R;RESIDENCE;;AA;;;8029176;
B;074;569184;31;20011203 12:23;;;990;BRACE RD;JONDARYAN;2680;8498;M;20010823;20010914;220000;R;R;RESIDENCE;;RH;;;7967559;
