B;266;4124363;8;20180611 01:22;;;;BONOAK RD;BEGGAN BEGGAN;2587;1.863;H;20171221;20180511;5438;;V;VACANT LAND;;;;0;AN366024;
B;266;4184442;9;20190121 01:16;;;;BONOAK RD;BEGGAN BEGGAN;2587;30.3;H;20161207;20181210;82580;;V;VACANT LAND;;;;0;AN941095;
B;266;4211818;4;20190527 01:06;;;;GLEN AYR RD;BEGGAN BEGGAN;2587;3.789;H;20161207;20190410;19041;;V;VACANT LAND;;;;0;AP199379;
B;266;4211819;5;20190527 01:06;;;;GLEN AYR RD;BEGGAN BEGGAN;2587;2.52;H;20161207;20190410;19041;;V;VACANT LAND;;;;0;AP199379;
B;266;4211820;6;20190527 01:06;;;;GLEN AYR RD;BEGGAN BEGGAN;2587;4061;M;20161207;20190410;19041;;V;VACANT LAND;;;;0;AP199379;
B;266;4436244;18;20220725 01:15;;;;BEGGAN BEGGAN RD;BEGGAN BEGGAN;2587;2.063;H;20200831;20220210;96455;;V;VACANT LAND;;;;0;AS134868;
