B;130;3368587;16;20080301 01:18;;;;'SELDOM SEEN';ELONGELONG;2831;330.62;H;20071109;20071221;474034;;3;FARM/RURAL;;;;0;AD692591;
B;130;3368594;17;20080301 01:18;;;;'SELDOM SEEN';ELONGELONG;2831;161.86;H;20071109;20071221;232000;;3;FARM/RURAL;;;;0;AD692592;
