B;251;3475526;3;20090914 01:43;;;LOT1/DP113;PARISH TOMINGLEY COUNTY NARROM;TOMINGLY;2869;3.409;H;20081107;20090709;1442;;3;CLOSED ROAD;;;;0;AE929836;
B;116;1238025;3;20120716 02:48;;;218;FRECKLINGTONS;TOMINGLY;2872;19.73;H;20120510;20120629;1870000;R;3;FARM/RURAL;;HN;;0;AH99565;
