B;216;2256039;;;;;92;NORTH ST;NORTH KATOOMBA;0;1012;M;19940419;19940419;82500;A;R;RESIDENCE;;;;;
B;216;2256039;;;;;92;NORTH ST;NORTH KATOOMBA;0;1012;M;19960513;19960513;89000;A;R;RESIDENCE;;;;;
