B;214;3079266;620;20040601 12:03;;;LOT913;VALOUR PL;KELLY VILLE RIDGE;2155;;;20040403;20040517;347000;;V;VACANT LAND;;;;0;AA658085;
B;214;3371668;147;20080421 01:19;;;LOT3103;THE PONDS BOULEVARDE;KELLY VILLE RIDGE;2155;;;20071019;20080401;285000;;V;VACANT LAND;;;;0;AD868093;
